Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
IZU.1,2;h, m;7, 20;i13~14, i24;-13;+6a;+15a;"* Spike
* Combo from 1st hit with 5f delay
* Input can be delayed 6f";spk;;Jun-IZU.1,2;Haraede Musubi;r34;;File:t8-p2-jun-izu.1,2.mp4
IZU.2;M;24;i23~25;-13~-11;+34a (+24);;"* Tornado
* Chip damage (9) on block
* Deals 12 damage to self (8 recoverable)
* Unparryable
High crush 6~20";trn chp cs6~20;;Jun-IZU.2;Setsurinbu - Misogi;r34;;File:t8-p2-jun-izu.2.mp4
IZU.3;m,h;10,16;i16~15 i14~15;-6;+12a (+3);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* Jail from 1st attack
Low crush 20~53 fs54~56";he bbr js20~53 fs54~56;;Jun-IZU.3;Zuiun Renkyaku;r32;;File:t8-p2-jun-izu.3.mp4
IZU.4;L;10;i19;-37;-1c;+23a;High crush 13~;cs13~;FC;Jun-IZU.4;;r37 FC;;
IZU.4,1;L, M;10, 21;i19, i19~20;-14~-13;+14a (+3);;"* Balcony Break
* 2nd hit only available as combo from 1st hit
* DA: +9 damage on hit (30)
* Deals 18 damage to self (12 recoverable)
* Unparryable
,Low crush 22~38 fs39~41";bbr js22~38 fs39~41;;Jun-IZU.4,1;Wakeikazuchi - Misogi;r37;;File:t8-p2-jun-izu.4,1.mp4
IZU.1+2;M;24;i21~22;-12;+19a;;"* Balcony Break
* Spike
* Frame advantage is -6 if an attack is absorbed
Power crush 8~20";bbr spk pc8~20;;Jun-IZU.1+2;Mihikarioroshi;r30;;File:t8-p2-jun-izu.1+2.mp4
IZU.f+1+2;m;21;i16~17;-6;+5;+25;"* Homing
* Balcony Break (airborne)
* Only i15 or faster attacks guaranteed on CH";hom;;Jun-IZU.f+1+2;Dianthus Garden;r32;;File:t8-p2-jun-izu.f+1+2.mp4
MIA.1;M;30;i24~25;-9;+72a (+56);;"* Tornado
* 12 Chip damage on block
* Deals 9 damage to self (8 recoverable)
* Unparryable";trn;;Jun-MIA.1;Ame-no-Sakahoko;r31;;File:t8-p2-jun-mia.1.mp4
MIA.2;sm;28;i16;-20;+26a (+0);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* DA: Range increases to 4.0
* Deals 8 (DA:11) chip damage on block
* Deals 6 damage to self (4 recoverable)
* Unparryable";he bbr;;Jun-MIA.2;Ame-no-Nuboko;r40;;File:t8-p2-jun-mia.2.mp4
MIA.1+2;m;17;i20~21;+4;+11g;;"* Homing
* Strong Aerial Tailspin
* Balcony Break on airborne hit
* Transitions to IZU on hit or block
* Gain 6 Kazama Essence on hit and 5 on block
High crush";hom cs;IZU;Jun-MIA.1+2;Yakumodachi;IZU;;
MIA.F;;;;;;;"* Cancel to r34 FC with D on frame 16
* Parries low punches or kicks
* Parries throws
Parry state 1~40";ps1~40;FC,GEN;Jun-MIA.F;Genjitsu;r16 GEN;;File:Jun-117.mp4
1+3;t;35;i12~14;+0;+0d;;"* Homing
* Throw break 1 or 2";hom;;Jun-1+3;Shiho Nage;r25;;File:t8-p2-jun-1+3.mp4
2+4;t;35;i12~14;;+0d;;"* Homing
* Throw break 1 or 2
* Side switch on hit";hom;;Jun-2+4;Katanuki;r25;;File:t8-p2-jun-2+4.mp4
Back throw;t;50;;;+7d;;"* Unbreakable
* Side switch";;;Jun-Back throw;Twisted Limbs;;;File:Jun-122.mp4
FC.db+1+2;t;15,15,15;i14~15;-6;+56a (+28);;"* Throw break 1+2
* Opponent can tech roll to reduce the landing damage";;;Jun-FC.db+1+2;Falling Rain;r26;;File:t8-p2-jun-fc.db+1+2.mp4
IZU.1+3;t;35;i14;-6;+0d;;"* Throw break 1+2
* Restores 8 life and 12 recoverable";;;Jun-IZU.1+3;Tsukuyomi;r25;;File:t8-p2-jun-izu.1+4.mp4
Left throw;t;40;;-3;+0d;;* Throw break 1;;;Jun-Left throw;Cloud Taste;;;File:Jun-120.mp4
Right throw;t;40;;-3;+0d;;"* Throw break 2
* Side switch on hit";;;Jun-Right throw;Wind Wheel;;;File:Jun-121.mp4
b+1+3,P;t;25;;;-4d;;* Opponent recovers FDFT;;;Jun-b+1+3,P;;;;
df+2+3;t;40;i12;-6;-6d;;"* Throw break 2
* Floor Break";fbr;;Jun-df+2+3;White Mountain;r27;;File:t8-p2-jun-df+2+3.mp4
f+3+4,P (Low);t;20;;;+0d;;"* Restores 14 health and 14 recoverable
* Opponent recovers FDFA";;;Jun-f+3+4,P (Low);Amaterasu;;;File:Jun-128.mp4
f+3+4,P (Throw);t;40;;;+0d;;"* Restores 8 health and 8 recoverable
* Opponent recovers FUFA (sideways)";;;Jun-f+3+4,P (Throw);Throw Reversal;;;File:Jun-130.mp4
uf+1+2;t;40;i12;-6;+0d;;Throw break 1+2;;;Jun-uf+1+2;Riai;r27;;File:Jun-124.mp4
