Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
DSS.3;h;25;i19;+3;+40a;;"* Homing
* Balcony Break
* 5 Chip damage on block";hom bbr;;Dragon Charge Spin Kick;;;File:t8-p2-law-dss.3.mp4;Law-DSS.3;law
DSS.4;l;21;i21;-13;+6c;+38a;;;;Dragon Charge Kick;;;File:t8-p2-law-dss.4.mp4;Law-DSS.4;law
DSS.f+1;m;20 (24);i14;-11;+12c;;"* Heat Engager

* Heat Dash +43d (+35)

* Balcony Break
* 4 chip damage on block
* 7 chip damage on block (Just Frame)
* Forces tech backroll on hit
* While transitioning to DSS from other moves, it is possible to input DSS.f+1 on frame 1 or 2 of DSS (ex; 4,3~F:DSS.f+1) for 4 more damage on hit, 3 more chip damage on block, and startup becomes i13~14 with increased pushback on block";he bbr;;Dragon Roar;;;File:t8-p2-law-dss.f+1.mp4;Law-DSS.f+1;law
DSS.f+3;m;27 (32);i20;-9;+22d (+12);;"* Heat Engager

* Heat Dash +5, +36a (+26)

* Balcony Break
* 8 chip damage on block
* 9 chip damage on block (Just Frame)
* While transitioning to DSS from other moves, it is possible to input DSS.f+3 on frame 1 or 2 of DSS (ex; 4,3~F:DSS.f+3) for 5 more damage with increased pushback on block";he bbr;;Dragon Cannon;;;;Law-DSS.f+3;law
DSS.f+4;h;36 (40);i19;+7;+5c;;"* Balcony Break
* 7 chip damage on block
* 12 chip damage on block (Just Frame)
* Forces tech backroll on hit
* While transitioning to DSS from other moves, it is possible to input DSS.f+4 on frame 1 or 2 of DSS (ex; 4,3~F:DSS.f+4) for 4 more damage.";bbr;;Dragon's Flight;;;File:t8-p2-law-dss.f+4.mp4;Law-DSS.f+4;law
hFC.1;sl;5;i10;-5;+6;;* High crush 4~;cs4~;FC;Crouch Jab;FC;;;Law-hFC.1;law
hFC.2;sl;8;i11;-4;+7;;"Alternate input d+2
* High crush 4~";cs4~;FC;Body Blow;FC;;;Law-hFC.2;law
hFC.3;l;10;i16;-17;-6;;* High crush 4~;cs4~;FC;;FC;;File:t8-p2-law-fc.3,4.mp4;Law-hFC.3;law
hFC.3,4;l, m;10, 27;i16, i29;-14;+14a (-3);;"Combo from 1st hit CH
* Low crush";js;FC;Double Impact;FC;;File:t8-p2-law-fc.3,4.mp4;Law-hFC.3,4;law
hFC.4;l;7;i12;-15;-2;;"Alternate input d+3+4
* High crush 4~";cs4~;FC;Low Kick;FC;;;Law-hFC.4;law
hFC.4,3;l, m;7, 23;i12, i29;-14;+14a;;"* Combos from 1st hit CH
* Alternate input d+3+4,3
* Low crush";js;FC;Low Kick > Somersault;FC;;;Law-hFC.4,3;law
1+3;t;35;i12~14;-3;+0d;;Throw break 1 or 2;;;Dragon's Fire;;;File:t8-p2-law-1+3.mp4;Law-1+3;law
2+4;t;35;i12~14;;+0d;;"* Throw break 1 or 2
* Side swap
* Transition to BT with D
** (+5 BT)";;BT;Hopping Frog;;;File:t8-p2-law-2+4.mp4;Law-2+4;law
Back Throw;t;50;i12~14;;+0d;;Unbreakable;;;Dragon Bites;;;;Law-Back throw;law
DSS.uf+1+2;t;35;i12;-2;+0d;;Throw break 1+2;;;Facelift;;;File:t8-p2-law-dss.uf+1+2.mp4;Law-DSS.uf+1+2;law
H.DSS,P;t;38;;;+0d;;"* Punches only
* Heat only
* Consumes 240F? of remaining Heat Time on successful parry
* Throws are unbreakable
* Parry state 5~?";ps5~?;;Dragon Parry;;;;Law-H.DSS,P;law
Left Throw;t;40;i12~14;-3;+0d;;Throw break 1;;;Headlock Kick;;;;Law-Left throw;law
Right Throw;t;42;i12~14;-3;+0d;;Throw break 2;;;Ball Breaker;;;;Law-Right throw;law
b+2+4;t;34;;;+0d;;"* Punches only
* Partially restores remaining Heat Time
* Does 38 damage in Heat
* Parry state 5?";ps5?;;Dragon Parry;;;;Law-b+2+4;law
f,F+3+4;t;10;i14;-3;+55a (+28);;Throw break 1+2;;;Knee Lift;;;File:t8-p2-law-f,f+3+4.mp4;Law-f,F+3+4;law
f+2+3;t;35;i12;-2;+6d;;Throw break 1;;;Run Up > Drop;;;File:t8-p2-law-f+2+3.mp4;Law-f+2+3;law
uf+1+2;t;35;i12;-6;+3d;;Throw break 1+2;;;Headlock Punch;;;File:t8-p2-law-uf+1+2.mp4;Law-uf+1+2;law
uf+1+2,1,2,1+2;t;40;i12;-6;-6d;;"* Throw break 1+2
* Floor Break";fbr;;Headlock Drop;;;File:t8-p2-law-uf+1+2,2,1,1+2.mp4;Law-uf+1+2,1,2,1+2;law
