Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
hFC.2;sl;8;i11;-4;+7;;"* +7c on crouching hit
* High crush 1~";cs1~;FC;Crouch Straight;r23 FC;;;Kazuya-FC.2;kazuya
hFC.3;L;10;i16;-17;-6;;"* -6c on crouching hit
* High crush 1~";cs1~;FC;Crouch Spin Kick;r36 FC;;;Kazuya-FC.3;kazuya
hFC.4;l;6;i12;-15;-4;;"* -4c on crouching hit
* High crush 1~";cs1~;FC;Crouch Shin Kick;r34 FC;;;Kazuya-FC.4;kazuya
1+3;th(h);35;i12~14;+0;+2d;;"* Homing
* Throw break: 1 or 2
* Recovers BT on break";hom;;Double High Sweep;r31;;File:t8-p2-kazuya-1+3.mp4;Kazuya-1+3;kazuya
2+4;th(h);35;i12~14;+0;+0d;;"* Homing
* Throw break: 1 or 2";hom;;Lightning Crash;r31;;File:t8-p2-kazuya-2+4.mp4;Kazuya-2+4;kazuya
Back throw;th(h);50;i12~14;;+3d;;* Throw Break: none;;;Reverse Neck Throw;;;;Kazuya-Back throw;kazuya
FC.db+1+2;th(h);40;i12~14;-6;-3d;;Throw break: 1+2;;;Gates of Hell;;;File:t8-p2-kazuya-fc.db+1+2.mp4;Kazuya-FC.db+1+2;kazuya
Left throw;th(h);40;i12~14;-3;+0d;;"* Throw break: 1
* Floor Break";fbr;;Steel Pedal Drop;;;;Kazuya-Left throw;kazuya
Right throw;th(h);40;i12~14;-3;-4d;;Throw break: 2;;;Skull Smash;;;;Kazuya-Right throw;kazuya
uf+1+2;th(h);35;i12~14;+0;+26d (+8);;"* Throw break: 1+2
* Balcony Break
* Side switch on break
* 15 additional damage on wall hit";bbr;;Stonehead;;;File:t8-p2-kazuya-uf+1+2.mp4;Kazuya-uf+1+2;kazuya
