Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
PHX.3,1+2;L, m,M;8, 10,18;i21, i27~28 i23~24;;+6d (-29);;"* Spike
* Available only as combo from 1st hit
* Increases ZAN gauge by 0.70 on hit (0.30 + 0.40)
* Increases ZAN gauge by 0.24?? on block (? + ?)
* 30 damage in total for the full string with scaling
* Only deals recoverable damage
,Low crush 41~54 fs55~57";spk js41~54 fs55~57;;Clive-PHX.3,1+2;Dark Surge;;;File:t8-p2-clive-phx.3,1+2.mp4
PHX.4;L;15;i15~16;-13;-1c;+13c;High crush 6~;cs6~;FC;Clive-PHX.4;Firestarter;r31 FC;;File:t8-p2-clive-phx.4.mp4
PHX.1+2;m,m;10,23;i23~24 i19~20;-7;+9a (+0);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break
* Weapon
* 6 Chip Damage on block
* 12 Chip Damage on block in heat
* On hit regain 3 additional recoverable health";he bbr wpn;;Clive-PHX.1+2;Scarlet Cyclone;r40;;File:t8-p2-clive-phx.1+2.mp4
PHX.1+4;;;;;;;;;;Clive-PHX.1+4;;;;
PHX.3+4;m;20;i28~29;+7;+18a (+8);;"* Homing
* Balcony Break
* 6 Chip Damage on block
* 8 Chip Damage on block in Heat
Low crush 18~39 fs40~42";hom bbr js18~39 fs40~42;;Clive-PHX.3+4;Bolt Boot;r37;;File:t8-p2-clive-phx.3+4.mp4
WOL.1;sm;23;i18~27;-20~-11;+8~+17;;"* Weapon
* Transition to r22? PHX on hit";wpn;PHX;Clive-WOL.1;Dia;r33;;File:t8-p2-clive-wol.1.mp4
WOL.2;sm,t;30,70;i25~40;-38~-23;+14d (-44) / +0d;;"* Weapon
* Transition to attack throw on airborne hit
* 56 damage in total with attack throw and scaling";wpn;;Clive-WOL.2;"<div class=""dotlist"">

* Impulse 
* Follow Up Flare
</div>";r45;;File:t8-p2-clive-wol.2.mp4
WOL.3;M;20;i27~28;-15~-14;+61a (+45);;"* Tornado
,Low crush 1~52 fs53~55";trn js1~52 fs53~55;;Clive-WOL.3;Radiant Backflip;r42;;File:t8-p2-clive-wol.3.mp4
WOL.4;;;;;;;Actionable after 15f;;;Clive-WOL.4;Phoenix Shift;r15;;
1+3;t;35;i12~14;-5;+0d;;"* Homing
* Throw break 1 or 2
* Can be done from FC
* Opponent recovers in FUFA state";hom;;Clive-1+3;Fangs of Ruin;r25;;
2+4;t;35;i12~14;-5;+0d;;"* Homing
* Throw break 1 or 2
* Can be done from FC
* Side switch on hit and on throw break
* Opponent recovers in FUFT";hom;;Clive-2+4;Punisher;r25;;
Back Throw;t;50;;;+0d;;"* Unbreakable
* Opponent recovers in FUFA";;;Clive-Back Throw;Judgment Bolt;;;
Left Throw;t;40;i12~14;-3;+0d;;"* Throw break 1
* Opponent recovers in FUFA";;;Clive-Left Throw;Fangs of Ruin;;;
Right Throw;t;40;i12~14;-3;+0d;;"* Throw break 2
* Side switch on hit
* Opponent recovers in FUFT";;;Clive-Right Throw;Punisher;;;
uf+1+2;t;40;i12~14;-5;+0d;;"* Throw break 1+2
* Can be done from FC
* Opponent recovers in FDFA";;;Clive-uf+1+2;Gigaflare;r25;;File:t8-p2-clive-uf+1+2.mp4
