Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
BT.1+2;m;20;i16~17;-3;+8;+41a (+33);"* Balcony Break (CH only)
* Elbow";elb;BT;Hustle Elbow;r23 BT;;File:t8-p2-feng-bt.1+2.mp4;Feng-BT.1+2;feng
BT.d+1;l;20;i20~21;-13c;+4;+16a;* High crush 15~52;cs15~52;FC;Reverse Fractured Diamond;r31 FC;;File:t8-p2-feng-bt.d+1.mp4;Feng-BT.d+1;feng
BT.d+3;L;20;i18~20;-26c;-4~-2;+70a (+54);"* Has clean hit effect (+70a (+54))
* -4~-2 on normal hit
* High crush 6~52";cs6~52;FC;Reverse Mighty Sweep Kick;r32 FC;;File:t8-p2-feng-bt.d+3.mp4;Feng-BT.d+3;feng
CD.1;L;18;i18~19;-14;+0;+12g;"* Head
* Transition to FC with D
* High crush 6~19";hed cs6~19;FC;Landslide;r32;;File:t8-p2-feng-qcf1.mp4;Feng-CD.1;feng
CD.2;m;25;i18~19;-14;+67a (+51);;* Tornado;trn;;Mountain Crusher;r36;;File:t8-p2-feng-qcf2.mp4;Feng-CD.2;feng
CD.1+2;m;25;i16~17;+0c;+7c;+13;Head;hed;;Yan Wang's Wrath;r30;;File:t8-p2-feng-qcf1+2.mp4;Feng-CD+1+2;feng
FUFT.b+3+4;m;20;i30~33;-3~0;+28d (+18);;"*
Balcony Break
* Floating state 1~27
* Low crush 28~";bbr fs1~27 js28~;;Spring Up;;;;Feng-FUFT.b+3+4;feng
KNP.1;l;20;i20~21;-13c;+4;+16a;* High crush 15~52;cs15~52;FC;Fractured Diamond;r31 FC;;File:t8-p2-feng-knp.1.mp4;Feng-KNP.1;feng
KNP.2;h;20;i14;-9;+22a (+12);;"* Heat Engager

* Heat Dash +5, +43d (+35)

* Balcony Break";he bbr;;Fei He Zhang;r34;;File:t8-p2-feng-knp.2.mp4;Feng-KNP.2;feng
KNP.3;m;20;i22~23;-14;+77a (+55);;"* Tornado
* Low crush 15~30
* Floating state 31~33";trn js15~30 fs31~33;;Rising Swallow Kick;r32;;File:t8-p2-feng-knp.3.mp4;Feng-KNP.3;feng
KNP.4;l;10;i18;-31c;-4;;;;;;r34;;File:t8-p2-feng-knp.4,1+2.mp4;Feng-KNP.4;feng
KNP.4,1+2;l, h;10, 35 (24);i18, i28;-6;+15a (+6);;"* Balcony Break
* Shoulder
* Aerial combo from 1st hit (+30a (+20))";bbr shd;BT;Xuan Tui Strike;r29 BT;;File:t8-p2-feng-knp.4,1+2.mp4;Feng-KNP.4,1+2;feng
KNP.3+4;M;30;i31~34;-7;-3d;;* Low crush 15;js15;FC;;r40 FC;;File:t8-p2-feng-knp.3+4,3+4.mp4;Feng-KNP.3+4;feng
KNP.3+4,3+4;M, m;30, 20;i31~34, i39~42;-3~0;+31a (+21);;"* Balcony Break
* Same attack as Spring Up (FUFT.b+3+4)
* Move can be delayed by 12F
* Low crush 38";bbr js38;;Leaping Lion;r19;;File:t8-p2-feng-knp.3+4,3+4.mp4;Feng-KNP.3+4,3+4;feng
OTG.d+3+4;L;24 (19);i24~25;-13;-2;;-2d (-10) on grounded hit;;;Thunder Stomp;;;;Feng-OTG.d+3+4;feng
STC.1;m;20;i20~21;-15;+38a;;"* -9 frame advantage and 8 chip damage on block after absorbing an attack in power crush state
* Power crush 8~19";pc8~19;;Bao Dan Po;r36;;File:t8-p2-feng-stc.1.mp4;Feng-STC.1;feng
STC.2;h;18;i14~15;+0;+25g;;"* Transition to BT with B (+3/+28g)
* Transition to CD on hit or block with DF (+1/+29g)
** Transition to r1 FC with DF~db (+0/+28g)";;BT,CD,FC;Driller Hook Backhand;r29;;File:t8-p2-feng-stc.2.mp4;Feng-STC.2;feng
STC.3;h;25;i22~23;+6;+23d;;"* Homing
* Balcony Break
* 7 chip damage on block";hom bbr;BT;Spiraling Tiger Kick;r31 BT;;File:t8-p2-feng-stc.3.mp4;Feng-STC.3;feng
STC.4;l;20;i20;-13;+3;+14;;;;Jin Bu Zhen;r32;;File:t8-p2-feng-stc.4.mp4;Feng-STC.4;feng
STC.1+2;m;20;i18;-9c;+17d;;;;;Pummeling Fists;r37;;File:t8-p2-feng-stc.1+2.mp4;Feng-STC.1+2;feng
STC.P;m;21;i18~19;-17;+53a;;* Only occurs during STC after absorbing 2 hits without performing any stance action;;;Falcon Beak's Snare;r36;;;Feng-STC.P;feng
1+3;t;35;i12~14;-6;-4d;;"* Homing
* Throw break 1 or 2";hom;;Neck Twister;r31;;File:t8-p2-feng-1+3.mp4;Feng-1+3;feng
2+4;t;35;i12~14;-3;+0d;;"* Homing
* Throw break 1 or 2";hom;;Serpent Slayer;r31;;File:t8-p2-feng-2+4.mp4;Feng-2+4;feng
BT.1+4;t;45;i12~14;-6;-5d;;* Throw break 1+2;;;Pao Lau Impaler;r31;;File:t8-p2-feng-bt.1+4_2+3.mp4;Feng-BT.1+4;feng
Back Throw;t;50;;;-4d;;* Cannot break throw;;;Violent Storm;;;;Feng-Back Throw;feng
Left Throw;t;40;;-3;-6d;;* Throw break 1;;;Jaws of Death;;;;Feng-Left Throw;feng
Right Throw;t;40;;-3;-4d;;* Throw break 2;;;Wandering Soul;;;;Feng-Right Throw;feng
uf+1+2;t;40;;-6;+0d;;"* Floor Break
* Throw break 1+2";fbr;;Kunlun Avalanche;;;File:t8-p2-feng-uf+1+2.mp4;Feng-uf+1+2;feng
