Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
FLY.2;h!,t;20,20;i36;;+0d;;"* Floor Break
* Transition to attack throw on front standing or airborne hit
* +1a (-8) on BT hit
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~60
* fs61~63&lt;/div&gt;";"fbr &lt;div class=&quot;plainlist&quot;&gt;
* js1~60
* fs61~63&lt;/div&gt;";;Devil Jin-FLY.2;Infernal Annihilation;r44;;File:t8-p2-devil jin-fly.2.mp4
FLY.3;M;30;i15~22;-15~-8;+35d (-24);;"* Balcony Break
* Spike";bbr spk;;Devil Jin-FLY.3;Amara;r33;;File:t8-p2-devil jin-fly.3.mp4
FLY.4;M;10;i20~21;-29;-20s;;"&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~50
* fs51~53&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js1~50
* fs51~53&lt;/div&gt;";;Devil Jin-FLY.4;;r49;;
FLY.4,2;M, m;10, 20;i20~21, i22~23;;+52a (+7);;"* Available only on 1st hit
* 14 damage with combo scaling from 1st hit
* 24 damage total from 1st hit";;;Devil Jin-FLY.4,2;;;;
FLY.4,2,1+2;M, m, m!,M!;10, 20, 14,20;i20~21, ,i27~28 i22~60;;-6a;;"* Available only on 1st hit
* 15 (7+8) damage with combo scaling from 1st hit
* 39 damage total from 1st hit";;;Devil Jin-FLY.4,2,1+2;Devil Starstorm;;;
FLY.1+2;M!;30;i50~100;;-46(-104);;"Balcony Break
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~111
* fs112~114&lt;/div&gt;";"bbr &lt;div class=&quot;plainlist&quot;&gt;
* js1~111
* fs112~114&lt;/div&gt;";;Devil Jin-FLY.1+2;Infernal Destruction;r70;;File:t8-p2-devil jin-fly.1+2.mp4
FLY.f+1+2;M!;30;i32~75;;-39a (-97);;"* Balcony Break
* Recovers front-facing when done from BT FLY
,Low crush 1~";bbr js1~;;Devil Jin-FLY.f+1+2;Cross Infernal Destruction;r70;;File:t8-p2-devil jin-fly.f+1+2.mp4
FUFT.u+3+4;;;;;;;FUFA shift to Fly leaves attacker in backturn;;FLY;Devil Jin-FUFT.u+3+4;Yomigaeri;r35 FLY;;
MCR.1;m;20;i22;+8;+20d;;"* Spike
* Opponent recovers FDFA on hit
* 6 Chip Damage on block
* 8 Chip Damage on block while in heat
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~38
* fs39~41&lt;/div&gt;";"spk &lt;div class=&quot;plainlist&quot;&gt;
* js1~38
* fs39~41&lt;/div&gt;";;Devil Jin-MCR.1;Tiger Thrush;r34;;File:t8-p2-devil jin-mcr.1.mp4
MCR.2;m;12;i15~16;-13;-5;;"Homing
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~37
* fs38~40&lt;/div&gt;";"hom &lt;div class=&quot;plainlist&quot;&gt;
* js1~37
* fs38~40&lt;/div&gt;";;Devil Jin-MCR.2;;r34;;
MCR.2,2;m, M;12, 20;i15~16, i24-26;-14c;+2a;;"* Heat Engager

* Heat Dash +5, +67a (+50)

* Spike
* 16 Chip Damage on blocked Heat Dash
* Combo from 1st hit
* Opponent recovers FDFA on hit
&lt;div class=&quot;plainlist&quot;&gt;
* ,Low crush 1~17
* ,fs18~20&lt;/div&gt;";"he spk &lt;div class=&quot;plainlist&quot;&gt;
* js1~17
* fs18~20&lt;/div&gt;";;Devil Jin-MCR.2,2;Dark Arachnid Twister;r36;;File:t8-p2-devil jin-mcr.2,2.mp4
MCR.3;SM;26;i23;-7;+16a (-1);+70a (+54);"* Tornado
* Balcony Break
* Opponent recovers FDFA on hit
* 7 Chip Damage on block
* 10 Chip Damage on block while in heat
&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~19
* fs20~22&lt;/div&gt;";"trn bbr &lt;div class=&quot;plainlist&quot;&gt;
* js1~19
* fs20~22&lt;/div&gt;";;Devil Jin-MCR.3;Venomous Torment;r34;;File:t8-p2-devil jin-mcr.3.mp4
MCR.4;M;10;i20~21;-29;-20s;;"&lt;div class=&quot;plainlist&quot;&gt;
* Low crush 1~50
* fs51~53&lt;/div&gt;";"&lt;div class=&quot;plainlist&quot;&gt;
* js1~50
* fs51~53&lt;/div&gt;";;Devil Jin-MCR.4;;r49;;
MCR.4,2;M, m;10, 20;i20~21, i22~23;;+52a (+7);;"* Available only on 1st hit
* 14 damage with combo scaling from 1st hit
* 24 damage total from 1st hit";;;Devil Jin-MCR.4,2;;;;
MCR.4,2,1+2;M, m, m!,M!;10, 20, 14,20;i20~21, ,i27~28 i22~60;;-6a;;"* Available only on 1st hit
* 15 (7+8) damage with combo scaling from 1st hit
* 39 damage total from 1st hit";;;Devil Jin-MCR.4,2,1+2;Devil Starstorm;;;
OTG.d+1+2;L;25;i23~31;-16~-8;+5a~+13a;;"* Weapon
* Balcony break on CH
* Typically connects grounded on frames i25~26 of startup at -14~-13/+12a~+13a(+0a~+1a)";wpn;;Devil Jin-OTG.d+1+2;Hellfire Incinerator;r27;;
H.b,f+2,1,4,1+2;m, m, M, SM;12, 12, 21, 15;i15~17, ,i24~35;+2;+59a(+43);;"* Balcony Break
* Tornado
* Weapon
* 4 Chip Damage on block
* Consumes 220F of remaining heat time";bbr trn wpn;;Devil Jin-b,f+2,1,4,1+2;Laser Crush > Annihilation Beam;r33;;
H.f,n,d,df+1+2,1+2;m, SM;25, 20;i26~27, i25~36;+2;+60a(+44);;"* Tornado
* Weapon
* 6 Chip Damage on block
* Consumes 220F of remaining heat time";trn wpn;;Devil Jin-f,n,d,df+1+2,1+2;Spiral of Madness > Annihilation Beam;r33;;
1+3;t;35;i12~14;+0 BT;+2d;;"* Homing
* Throw break: 1 or 2
* Can be done from FC";hom;;Devil Jin-1+3;Double High Sweep;r25;;File:t8-p2-devil jin-1+3.mp4
2+4;t;35;i12~14;-3;+0d;;"* Homing
* Throw break 1 or 2
* Side switch on hit
* Opponent recovers FUFA on hit
* Can be done from FC";hom;;Devil Jin-2+4;Judgment;r25;;File:t8-p2-devil jin-2+4.mp4
Back Throw;t;50;;;+1d;;"* Unbreakable
* Side switch on hit";;;Devil Jin-Back Throw;Pivoting Hip Throw;;;
Left Throw;t;43;;-3;+1d;;"* Throw break 1
* Opponent recovers FUFA on hit";;;Devil Jin-Left Throw;Shoulder Flip;;;
Right Throw;t;40;;-3;+0d;;"* Throw break 2
* Side switch on hit
* Opponent recovers FDFA on hit";;;Devil Jin-Right Throw;Over the Limit;;;
df+2+3;t;40;i12;-2;-6d;;"* Floor Break
* Throw break 2
* Can be done from FC";fbr;;Devil Jin-df+2+3;White Mountain;r27;;File:t8-p2-devil jin-df+2+3.mp4
f,hcf+1+2;t;45;i12;-6;+0d;;"* Throw break 1+2
* Side switch on hit when done on opponent's front and left sides from P1 side
* Sideswap on hit when done on opponent's left side from P2 side
* Can be done from FC";;;Devil Jin-f,hcf+1+2;Obliteration;r27;;File:t8-p2-devil jin-f,hcf+1+2.mp4
qcb+1+3;t;40;i12;-2;+0d;;"* Throw break 1
* Opponent recovers FUFA on hit
* Can be done from FC";;;Devil Jin-qcb+1+3;Complicated Wire;r27;;File:t8-p2-devil jin-qcb+1+3.mp4
uf+1+2;t;35;i12;+0;+25d (+7);;"* Balcony Break
* Throw break 1+2
* Side switch on throw break
* Can be done from FC";bbr;;Devil Jin-uf+1+2;Stonehead;r27;;File:t8-p2-devil jin-uf+1+2.mp4
