Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
ZEN.1+2;L,t;10,20;i21, i61;-14;+4;;"* Wall Crush +8 on hit


* Transition to attack throw on standing hit from the front
* Transition to +5 CD with DF after throw
* High crush 8~21";wc cs8~21;CD,FC;Low Chop > Karmic Epicenter;r33 FC;;File:t8-p2-jin-zen.1+2.mp4;Jin-ZEN.1+2;jin
ZEN.3+4;h;25;i21~27;+9g~+15g;+19a (+9);;"* Balcony Break
* Enter Breaking Step +8 +18a (+8) r32 with DF on frame 40
* 10 chip damage on block
* Low crush 10~32
* Floating state 33~35";bbr js10~32 fs33~35;Breaking Step;Black Wing Bolt;r31;;File:t8-p2-jin-zen.3+4.mp4;Jin-ZEN.3+4;jin
ZEN.u+1;m;20;i14~i16;-16;+31a (+21);;"* Tornado
* 6 chip damage on block
* Low crush 8~43
* Floating state 44~46";trn js8~43 fs44~46;;Black Wing Rondo;r37;;File:t8-p2-jin-zen.u+1.mp4;Jin-ZEN.u+1;jin
1+3;t;35;i12~i14;+0;+2d;;"* Homing
* Throw break 1 or 2
* Jin recovers BT on break";hom;;Double Face Kick;r31;;File:t8-p2-jin-1+3.mp4;Jin-1+3;jin
2+4;t;35;i12~i14;-3;+0d;;"* Homing
* Throw break 1 or 2
* Side switch on hit";hom;;Over the Shoulder Reverse;r31;;File:t8-p2-jin-2+4.mp4;Jin-2+4;jin
Back throw;t;50;;;+1d;;"* Unbreakable
* Side switch on hit";;;Pivoting Hip Throw;;;;Jin-Back throw;jin
Left throw;t;43;;-3;+0;;Throw break 1;;;Shoulder Flip;;;;Jin-Left throw;jin
Right throw;t;40;;-3;+0d;;"* Throw break 2
* Side switch on hit";;;Over the Limit;;;;Jin-Right throw;jin
df+2+4;t;40;i12;-2;-4d;;* Throw break 2;;;Shun Ren Dan;r27;;File:t8-p2-jin-df+2+3.mp4;Jin-df+2+4;jin
qcb+1+3;t;40;i12;-2;0;;"* Throw break 1
* Opponent recovers FUFA";;;Complicated Wire;r27;;File:t8-p2-jin-qcb+1+3.mp4;Jin-qcb+1+3;jin
uf+1+2;t;40;i12;+0;+0d;;"* Floor Break
* Throw break 1+2";fbr;;Tidal Wave;r27;;File:t8-p2-jin-uf+1+2.mp4;Jin-uf+1+2;jin
