Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
JGS.3;m;23/27/34;i22~23;-5/-1;+21a(+12)/+25a(+16);;"* Balcony Break
* Strong Aerial Tailspin
* On block / hit increases up to 2nd spin.
* Damage increase up to 3rd spin.";bbr;;King-JGS.3;Jaguar Step > Sobat;;;File:t8-p2-king-jgs.3.mp4
JGS.3,2+3;m, M,t;23/27/34, 20,15;i22~23, i21~43;-16c~+2c;-19c~+3c/-5d;;"* Throw when hit standing in front close range.
* Doesn't combo from JGS.3, but trades with 10 frame jab.
* Properties not changed with extra spins.";;FDFA;King-JGS.3,2+3;Jaguar Step > Sobat & Press;r FDFA;;File:t8-p2-king-jgs.3,2+3.mp4
JGS.4;h;40/42/52;i17~18;+8/+15;+5a(-4)/+10a(+1);;"* Balcony Break
* Guard Break
* Chip damage on block.
* On block / hit increases up to 2nd spin.
* Damage increase up to 3rd spin.";bbr chp;;King-JGS.4;Jaguar Step > High Kick;;;File:t8-p2-king-jgs.4.mp4
JGS.df+4;m;30/36/45;i17~19;-16/+8;+5a(-4);;"Balcony Break
* On block increases up to 2nd spin.
* Damage increase up to 3rd spin.";bbr;;King-JGS.df+4;Jaguar Step > Mid Kick;;;File:t8-p2-king-jgs.df+4.mp4
(Behind 1 throw);t;60;(depends);;+0d;;"* Cannot throw break.
* Any 1/1+2 break throw behind opponent's back, as well as RKO and chain throws.
* Side switch. Opponent recovers in FDFL.";;;King-Behind.1+3;Half Boston Crab;;;
(Behind 2 throw);t;60;(depends);;-1d;;"* Cannot throw break.
* Any 2 break throw behind opponent's back except chain throws.
* Side switch? Opponent recovers in FDFL.";;;King-Behind.2+4;Cobra Twist;;;
(Left side throw);t;40;(depends);-3;+36d;;"* 1 throw break.
* Any throw on standing opponent's left side.
* Side switch. Opponent recovers in FUFR.";;;King-LeftSide.1+3;Argentina Backbreaker;;;
(Right side throw);t;42;(depends);-3;+21d;;"* 2 throw break.
* Any throw on standing opponent's right side.
* Opponent recovers in FUFT.";;;King-RightSide.2+4;Knee Crusher;;;
1+3 / f+1+3;t;35;i12~15 / i15~17;-6;+0d;;"* Homing
* 1 or 2 throw break.
* Input f+1+3 to increase throw range, but its startup is 3 frames slower.
* Opponent recovers in FUFA.
* Side switch on successful throw break";hom;;King-1+3;Winding Nut;r31/33;;
2+4 / f+2+4;t;35;i12~15 / i15~17;-3;+0d;;"* Homing
* 1 or 2 throw break.
* Input f+2+4 to increase throw range, but its startup is 3 frames slower.
* Side switch. Opponent recovers in FUFA.";hom;;King-2+4;Suplex;r31/33;;
AB1.1,1+2;t;12,18;;-3;+2d;;"* 1 throw break.
* Opponent recovers in FUFT. Max damage 50.";;;King-AB1.1,1+2;Triple Arm Breaker (AB2a);;;File:t8-p2-king-ab1.1,1+2.mp4
AB1.2,1,1+3;t;20;;-3;+0d;;"* 1+2 throw break.
* Opponent recovers in FDFT.";;;King-AB1.2,1,1+3;Chicken Wing Face Lock (AB2c);;;File:t8-p2-king-ab1.2,1,1+3.mp4
AB1.2,4,2+4;t;20;;-3;+1d;;"* 2 throw break.
* Opponent recovers in FUFL.";;;King-AB1.2,4,2+4;Head Jammer (AB2b);;;File:t8-p2-king-ab1.2,4,2+4.mp4
AB2b.3,4,3+4,1+2;t;20;;;+1d;;"* Cannot throw break.
* Opponent recovers in FUFR. Max Damage 60.";;;King-AB2b.3,4,3+4,1+2;Struggle Combination (AB2b1);;;File:t8-p2-king-ab2b.3,4,3+4,1+2.mp4
AB2c.1,3,4,2,1+2;t;60;;-3;+1d;;"* 2 throw break.
* Opponent recovers in FUFL. Max damage 100.";;;King-AB2c.1,3,4,2,1+2;Rolling Death Cradle (AB3cb);;;File:t8-p2-king-ab2c.1,3,4,2,1+2.mp4
AB2c.2,1,3,1+2;t;25;;-3;+1d;;"* 1 throw break.
* Opponent recovers in FUFA. Max damage 65.";;;King-AB2c.2,1,3,1+2;Dragon Sleeper Finish (AB3ca);;;File:t8-p2-king-ab2c.2,1,3,1+2.mp4
AIR.1+3 / AIR.f+1+3;t(a);30;i12~14 / i15~17;;+0d;;"* Homing
* Cannot throw break.
* Input f+1+3 to increase throw range, but its startup is 3 frames slower.
* Opponent recovers in FDFT.";hom;;King-AIR.1+3;Mid-Air Leg Cross Hold;;;
AIR.2+4 / AIR.f+2+4;t(a);20;i12~14 / i15~17;;+40d(+35);;"* Tornado
* Homing
* Cannot throw break.
* Input f+2+4 to increase throw range, but its startup is 3 frames slower.
* Opponent recovers in FUFT.";trn hom;;King-AIR.2+4;Spine Cracker;;;
AIR.d+1+3;t(a);15;i12~13;;-5d;;"* Cannot throw break.
* Opponent recovers in FDFL.";;;King-AIR.d+1+3;Double Heel Hold (DHH);;;
AIR.f,f,F+2+4;t(a);65(70);i10;;+4d;;"Floor Break
* Cannot throw break.
* Input n,f,F+2+4 within 6 frames after dash startup (f,n,f) to execute ""blue spark"" (+5 damage).
* Partially restores remaining Heat time.
* Opponent recovers in FUFT.";fbr;;King-AIR.f,f,F+2+4;Running Jaguar Bomb;;;
AIR.f,hcf+1;t(a);55(60);i10 / i12~14;;+3d;;"Floor Break
* Cannot throw break.
* Also by JGR.1+3 against airborne opponent.
* Input all 6 directions of throw, press df for 1-3F, at most 1F of f followed by f+1 or f+2 for blue spark (+5 damage).
* Partially restores remaining Heat time.
* Opponent recovers in FUFT.";fbr;;King-AIR.f,hcf+1;Aerial Jaguar Bomb;;;
Behind.b,f+1+2;t;75;i10;;+1d;;"Floor Break
* Cannot throw break.
* Opponent recovers FUFR.";fbr;;King-Behind.b,f+1+2;Stretch Buster;r29;;
CD.1+3;t;20;i12;-2;+1d;;"* 1 Throw break.
* Opponent recovers in FUFT.";;;King-CD.1+3;Arm Breaker (AB1);;;File:t8-p2-king-cd.1+4.mp4
CD.2+4;t;25;i12;-2;+0d;;"* 2 throw break.
* Opponent recovers in FDFR.";;;King-CD.2+4;Standing Heel Hold (SHH1);;;File:t8-p2-king-cd.2+3.mp4
DHH.2,1,3,4;t;12,13 / 32;;-6;-7d(-40);;"* 2 throw break.
* Mash 1/2/3/4 to roll in midscreen to reduce damage, on wall splat damage is 32.
* Opponent recovers in FUFT if fails to roll.";;;King-Air.d+1+3,2,1,3,4;Giant Swing (From DHH);;;
DHH.1+2,1+2;t;15;;-6;-3d;;"* 1 throw break.
* Opponent recovers in FDFT.";;;King-AIR.d+1+3,1+2,1+2;Flapjack (From DHH);;;
FC.1+2;t(s);0;i26;-5;+3d;;"* 1+2 throw break (except from behind).
* Catches standing and crouching opponent from all directions.";;;King-FC.1+2;Ultimate Tackle (UT);;;File:t8-p2-king-fc.1+2.mp4
FC.db,d,db+1+2;t;45;i12;-6;+0d;;"Floor Break
* 1+2 throw break.
* Opponent recovers in FUFR.";fbr;;King-FC.db,d,db+1+2;Clothesline Press (Rock Bottom);r27;;File:t8-p2-king-fc.db,d,db+1+2.mp4
FDFA.db+1+3;t(g);32;i18~20;+0;+0d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFA.";;;King-FDFA.db+1+3;Wing Tearer;;;
FDFL.db+1+3;t(g);37;i18~20;+0;+0d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFL.";;;King-FDFL.db+1+3;Bow & Arrow Stretch Hold;;;
FDFR.db+1+3;t(g);35;i18~20;+0;+0d;;"* 1 or 2 throw break, depending on King's input.
* Side Switch.
* Opponent recovers in FDFL.";;;King-FDFR.db+1+3;Camel Clutch;;;
FDFT.db+1+3;t(g);30;i18~20;+0;+22d;;"* 1 or 2 throw break, depending on King's input.
* Side Switch.
* Opponent recovers in FDFL.";;;King-FDFT.db+1+3;Half Boston Crab (OTG);;;
FUFA.db+1+3;t(g);28;i18~20;+0;+0d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FUFR.";;;King-FUFA.db+1+3;Shoulder Cracker;;;
FUFL.db+1+3b+1+3;t(g);0;i18~20;+0;+25d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFL/FDFR.";;;King-FUFL/FUFR.db+1+3;Turn Over;;;
FUFT.DB+1+3;t(g);25;i18~20;+0;+0d;;"Floor Break
* 1 throw break.
* Opponent recovers in FUFT.";fbr;;King-FUFT.DB+1+3;Head Bomber;;;
FUFT.DB+2+4;t(g);28;i18~20;+0;+1d;;"* 2 throw break.
* Opponent recovers in FUFT.";;;King-FUFT.DB+2+4;Figure Four Leg Lock (OTG);;;
FUFT.db+1+3;t(g);20,10 / 35;i18~20;+0;+1d(-40);;"* 1 or 2 throw break, depending on King's input.
* Mash 1/2/3/4 to roll in midscreen to reduce 10 damage, on wall splat damage is 35.
* Opponent recovers in FUFT if fails to roll.";;;King-FUFT.db+1+3;Swing Away;;;
JGR.1+3;t;45;i23;;+1d;;"* Heat Engager

* Homing
* Cannot throw break. Cannot heat dash.
* Restores some Heat Gauge in Heat on successful hit.
* Opponent recovers in FUFA.
* Power up into JGR.1+3* after 30F? or during Heat
** 49dmg and i53? effective startup (without Heat)
** Partially uses remaining Heat time during Heat.";he hom;;King-JGR.1+3;Rapid King Onslaught;r24;;File:t8-p2-king-jgr.1+3.mp4
JGS.1+3;t;20;i12;-3;+0d;;"* Homing
* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFT.
* Becomes f,hcf+1 / 2+4 on air grab / wall splat.";hom;;King-JGS.1+3_2+4;Cobra Clutch (MMD1);;;File:t8-p2-king-jgs.1+4_2+3.mp4
MMD1.1,4,2,3;t;12;;;+1d;;"* Cannot throw break.
* Opponent recovers in FUFL.";;;King-MMD1.1,4,2,3;Cobra Twist (MMD2);;;File:t8-p2-king-mmd1.1,4,2,3.mp4
MMD2.1,1+3/ MMD2.2,2+4;t;13;;-6;+0d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFA.";;;King-MMD2.1,1+3_2,2+4;Reverse DDT (MMD3);;;File:t8-p2-king-mmd2.1,1+3_2,2+4.mp4
MMD3.2,3,1,1+2;t;24;;-6;+0d;;"* 1+2 Throw break.
* Opponent recovers in FDFR. Max Damage 69.";;;King-MMD3.2,3,1,1+2;Samurai Rock (MMD4a);;;File:t8-p2-king-mmd3.2,3,1,1+2.mp4
MMD3.1+2,1,1+3/ MMD3.1+2,2,2+4;t;12;;-6;+1d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FUFA.";;;King-MMD3.1+2,1,1+3_1+2,2,2+4;Reverse Special Stretch Bomb (MMD4);;;File:t8-p2-king-mmd3.1+2,1,1+3_1+2,2,2+4.mp4
MMD4.3+4,1+2;t;10;;;+0d;;"* Cannot throw break.
* Opponent recovers in FDFA.";;FUFA;King-MMD4.3+4,1+2;Backdrop (MMD5);r FUFA;;File:t8-p2-king-mmd4.3+4,1+2.mp4
MMD5.1+2,3,1+3/ MMD5.1+2,4,2+4;t;18;;-3;+0d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FDFA.";;;King-MMD5.1+2,3,1+3_1+2,4,2+4;Burning Hammer (MMD6);;;File:t8-p2-king-mmd5.1+2,3,1+3_1+2,4,2+4.mp4
MMD5.1+2,4,2,1+2;t;11,15;;-3;+0d;;"* 1+2 throw break.
* Opponent recovers in FDFL. Max Damage 93.";;;King-MMD5.1+2,4,2,1+2;Sol Naciente (MMD6a);;;File:t8-p2-king-mmd5.1+2,4,2,1+2.mp4
MMD6.2,4,3,1,1+3/ MMD6.2,4,3,1,2+4;t;31;;-6;-10d;;"* 1 or 2 throw break, depending on King's input.
* Opponent recovers in FUFA. Max Damage 116.";;;King-MMD6.2,4,3,1,1+3_2,4,3,1,2+4;Screwdriver (MMD7);;;File:t8-p2-king-mmd6.2,4,1,1+3_2,4,1,2+4.mp4
PD.1+2,3,4,1+2;t;45;i11;-7;+0d;;"* 1+2 throw break. (when legs lifted to the top)
* Could use ki charge button for 1+2 input.
* Opponent recovers in FDFL.";;;King-PD.1+2,3,4,1+2;Boston Crab (from PD);;;File:t8-p2-king-pd.1+2,3,4,1+2.mp4
PD.1+2,1+2;t;35;i11;-7;-14d;;"Floor Break
* 2 throw break. (when legs lifted to the top)
* Opponent recovers in FDFA.";fbr;;King-PD.1+2,1+2;Double Arm Face Buster (from PD);;;File:t8-p2-king-pd.1+2,1+2.mp4
RAS1.1;t;7/15;;;+0d;;"* Cannot throw break.
* Input with 2,1,1+2 for more damage.
* Opponent recovers in FUFR.";;FUFL;King-RAS1.1_2;Backdrop (RAS2);r FUFL;;File:t8-p2-king-ras1.1_2.mp4
RAS2.1;t;7/15;;-9;+0d;;"* 1 or 2 throw break, depending on King's input.
* Input with 3+4,1 or 3+4,2 for more damage.
* Opponent recovers in FUFR.";;;King-RAS2.1_2;German Suplex (RAS3);;;File:t8-p2-king-ras2.1_2.mp4
RAS3.1;t;12/17;;;+1d;;"* Cannot throw break.
* Input with 1,2,3+4 for more damage.
* Opponent recovers in FUFT.";;;King-RAS3.1_2;Power Bomb (RAS4);;;File:t8-p2-king-ras3.1_2.mp4
RAS4.1;t;15/20/31;;-3;+1d;;"* 1 throw break. Side Switch.
* Input with 2,1,3,4 for more damage.
* On wall splat damage is 31.
* Opponent recovers in FUFT. Max damage 97.";;;King-RAS4.1;Giant Swing (RAS5a);;;File:t8-p2-king-ras4.1.mp4
RAS4.2;t;20/25;;-6;+1d;;"* 2 throw break. Side Switch.
* Input with 3,1,2,3+4,1+2 for more damage.
* King recovers in backturn stance.
* Opponent recovers in FUFA. Max damage 91.";;BT;King-RAS4.2;Muscle Buster (RAS5b);r BT;;File:t8-p2-king-ras4.2.mp4
RSSB1.1;t;7/15;;;+1d;;"* Cannot throw break. 
* Input with 2,2,1+2 for more damage.
* Opponent recovers in FUFT.";;;King-RSSB1.1_2;Cannonball Buster (RSSB2);;;File:t8-p2-king-rssb1.1_2.mp4
RSSB2.1;t;7/15;;-3;+0d;;"* 1 or 2 throw break, depending on King's input.
* Input with 3+4,1 or 3+4,2 for more damage.
* Opponent recovers in FDFA.";;;King-RSSB2.1_2;Manhattan Drop (RSSB3);;;File:t8-p2-king-rssb2.1_2.mp4
RSSB3.1;t;9/13;;;+1d;;"* Cannot throw break.
* Input with 1,2,3+4,1+2 for more damage.
* Opponent recovers in FUFT.";;;King-RSSB3.1_2;Victory Bomb (RSSB4);;;File:t8-p2-king-rssb3.1_2.mp4
RSSB4.1;t;15/20/31;;;+1d;;"* 1 throw break. Side Switch.
* Input with 2,1,3,4 for more damage.
* Opponent recovers in FUFT. Max damage 94.";;;King-RSSB4.1;Giant Swing (RSSB5a);;;File:t8-p2-king-rssb4.1.mp4
RSSB4.2;t;20/25;;;+1d;;"* 2 throw break.
* Input with 3,1,2,3+4,1+2 for more damage.
* King recovers in backturn stance.
* Opponent recovers in FUFA. Max damage 88.";;BT;King-RSSB4.2;Muscle Buster (RSSB5b);r BT;;File:t8-p2-king-rssb4.2.mp4
SHH1.1,2,1+2;t;25;;-10;+0d;;"* 1 throw break. Side Switch.
* King suffers 10 recoverable damage on successful throw break
* Opponent recovers in FDFR. Max damage 50.";;;King-SHH1.1,2,1+2;S.T.F. (SHH2a);;;File:t8-p2-king-shh1.1,2,1+2.mp4
SHH1.2,1,1+3;t;30;;-10;+0d;;"* 2 throw break.
* King suffers 10 recoverable damage on successful throw break
* Opponent recovers in FDFR. Max damage 55.";;;King-SHH1.2,1,1+3;Scorpion Death Lock (SHH2b);;;File:t8-p2-king-shh1.2,1,1+3.mp4
SHH1.1+2,1,3;t;20;;-10;+0d;;"* 1+2 throw break.
* King suffers 10 recoverable damage on successful throw break
* Opponent recovers in FDFL.";;;King-SHH1.1+2,1,3;Indian Death Lock (SHH2c);;;File:t8-p2-king-shh1.1+2,1,3.mp4
SHH2c.3,4,1+2,3+4;t;40;;;+0d;;"* Cannot throw break.
* Opponent recovers in FDFT. Max Damage 85.";;;King-SHH2c.3,4,1+2,3+4;King's Bridge (SHH3ca);;;File:t8-p2-king-shh2c.3,4,1+2,3+4.mp4
UT,2,1,2,1;t;5,5,5,15;;+0;+0d;;"* Could be any 1/2 combination (e.g. 1,1,1,1 / 1,2,2,1)
* Throw break the 1st/4th hit by input the opposite to King's 1st/4th button.";;;King-UT,2,1,2,1;Ultimate Punch;;;File:t8-p2-king-ut,2,1,2,1.mp4
UT,1+2;t;25;;-9;+1d;;"* 1+2 throw break.
* Can also input at 3rd hit of Ultimate Punch.
* Opponent recovers in FUFR.";;;King-UT,1+2;Armbar;;;File:t8-p2-king-ut,1+2.mp4
UT,1+2,1+2;t, t;25, 10;;;+1d;;"* Cannot throw break.
* Opponent recovers in FUFA.";;;King-UT,1+2,1+2;Arm Twist;;;File:t8-p2-king-ut,1+2,1+2.mp4
UT,3+4;t;20;i69?;+0;+1d;;"* 3+4 throw break.
* Throw break window: input or hold 3+4 during frames 20-60
* Can also input at 3rd hit of Ultimate Punch.
* Opponent recovers in FUFR.";;;King-UT,3+4;Leg Cross Hold;;;File:t8-p2-king-ut,3+4.mp4
UT,3+4:1+2;t, t;20, 30;i69?, ;;+1d;;"* Input 1+2 during frames 68-70 of Leg Cross Hold
* Cannot throw break.
* Opponent recovers in FDFL.";;;King-UT,3+4,1+2;Stretch Combo;;;File:t8-p2-king-ut,3+4,1+2.mp4
WALL.f,hcf+1 / WALL.f,f,F+2+4;t(w);65(70);i10;;-5d;;"* Cannot throw break. Also converts from RKO.
* (f,hcf+1): Input n,f,F+2+4 within 6 frames after dash startup (f,n,f) to execute ""blue spark"" (+5 damage).
* (f,f,F+2+4): Input all 6 directions of throw, press df for 1-3F, at most 1F of f followed by f+1 or f+2 for blue spark (+5 damage).
* Partially restores remaining Heat time.
* Opponent recovers in FUFR.";;;King-WALL.f,hcf+1;Shining Torpedo;;;
WallBack.b,b,ub;t / m;45 / 21;i43~48 / i44~63;-8;+2 / +15;;"* Airborne from 5F, invincibility from 8 to 13F.
* Unbreakable throw near wall, becomes air attack if throw not connected.
* Side switch. Opponent recovers in FUFA.";;;King-WallBack.b,b,ub;Wall Jumping Attack;;;
b+1+2(,f,F);t;0;i12~17;-3;+14g / -2;;"* Homing
* 1+2 throw break. Side switch.
* Damage becomes 15 on wall splat.
* Shifts to JGR, input f,F / b,B to cancel shift.";hom;;King-b+1+2;Throw Away;r20;;File:t8-p2-king-b+1+2.mp4
b+1+2,1+2(,f,F);t;0;i12~17;;+11g / -6;;"* 1+2 throw break.
* Damage becomes 15 on wall splat.
* Shifts to JGR, input f,F / b,B to cancel shift.";;;King-b+1+2,1+2;Throw Away > Back Swing;;;File:t8-p2-king-b+1+2,1+2.mp4
db,n,f+2+4;t;53;i11;-2;-1d;;"Floor Break
* 2 throw break
* Input n,f+2+4 in 30 frames
* Cannot be buffered from crouch
* Cannot be executed during while standing
* Opponent recovers in FUFA";fbr;;King-db,n,f+2+4;Tombstone Pile Driver;r28;;File:t8-p2-king-db,n,f+2+4.mp4
db+2+3;t;40 (8+20+12);i12;-6;+1d / 0d;;"* 1+2 throw break.
* Opponent recovers in FUFT / FDFT.";;;King-db+2+3;Figure Four Leg Lock;r27;;
df+1+3;t;19;i32;-2;+1d;;"* Homing
* 1 throw break. Side Switch.
* Very slow crouch dash then grab.
* Opponent recovers in FUFA.";hom;;King-df+1+3;Reverse Arm Slam (RAS1);;;File:t8-p2-king-df+1+3.mp4
df+2+4;t;20;i32;-2;+1d;;"* Homing
* 2 throw break. Side Switch.
* Very slow crouch dash then grab.
* Opponent recovers in FUFT.";hom;;King-df+2+4;Reverse Special Stretch Bomb (RSSB1);;;File:t8-p2-king-df+2+4.mp4
df+2+3;t;40;i12;-2;+0d;;"* 2 throw break.
* Opponent recovers in FUFT.";;;King-df+2+3;Knee Bash;r27;;File:t8-p2-king-df+2+3.mp4
df+3+4;t/s;30/15;i28~35;-12~-18;+18d/-7~0;;"* Throw only when opponent standing close.
* Cannot throw break.
* Recovers in BT/FUFT on throw success/failed.
Low crush 13~";js13~;BT,FUFT;King-df+3+4;Frankensteiner;r BT/FUFT;;File:t8-p2-king-df+3+4.mp4
d+1+3;t(c);35;i12~13;;+0d;;"Floor Break
* Crouch throw, cannot throw break.
* Can also be done by db+1+3 and in FC too.
* Opponent recovers in FDFA.";fbr;;King-d+1+3;Iron Lariat;;;File:t8-p2-king-d+1+3.mp4
d+2+4;t(c);35;i12~13;;+0d;;"Floor Break
* Crouch throw, cannot throw break.
* Can also be done by db+2+4 and in FC too.
* Opponent recovers in FUFA.";fbr;;King-d+2+4;V Driver;;;File:t8-p2-king-d+2+4.mp4
d+1+4;t(c);35;i12~13;;+0d;;"* Heat Engager

* Crouch throw, cannot throw break.
* Can also be done by db+1+4 and in FC too.
* Restores some Heat Gauge in Heat.
* Cannot heat dash.Opponent recovers in FDFA.";he;;King-d+1+4;Freedom Face Buster;;;File:t8-p2-king-d+1+4.mp4
f,f,F+2+4;t;40(45);i10;-5;+1d;;"* Homing during heat
* 1+2 throw break
* Input f,F+2+4 in 6 frames after f,f for bluespark.
* 45 damage on bluespark
* 18F throw break window on bluespark
* 7F throw break window on CH bluespark
* Partially restores remaining Heat time.
* Opponent recovers in FUFL.";;;King-f,f,F+2+4;Tomahawk;r29;;File:t8-p2-king-f,f,f+2+4.mp4
f,hcf+1;t;45(50)/70,5;i10;-13;-22d(-50);;"* Homing during heat
* 1 throw break
* Side switch 
* Input all directions, df for 1-3F, f for 0-1F, and f+1 to execute bluespark.
* 50 damage on bluespark
* 18F throw break window on bluespark
* 7F throw break window on CH bluespark
* Partially restores remaining Heat time.
* Perform tech ukemi to reduce 5 damage.
* 70 damage on wall splat regardless of input.
* f,b,d,f are required inputs for normal throw
* Opponent recovers in FUFT.";;;King-f,hcf+1;Giant Swing;r29;;
f,hcf+2;t;50(55);i12~14;-6;+1d;;"* Homing during heat
* 2 throw break
* Input all directions, df for 1-3F, f for 0-1F, and f+2 to execute bluespark.
* 55 damage on bluespark
* 18F throw break window on bluespark
* 7F throw break window on CH bluespark
* Partially restores remaining Heat time.
* f,b,d,f are required inputs for normal throw
* Opponent recovers in FUFL.";;;King-f,hcf+2;Tijuana Twister;r25;;File:t8-p2-king-f,hcf+2.mp4
qcb+1+2;t;50;i11;-6;-6d;;"* Floor Break
* Homing during heat
* 1+2 throw break
* Side switch
* King recovers in BT
* Partially restores remaining Heat time
* Opponent recovers in FUFA.";fbr;;King-qcb+1+2;Muscle Buster;r28;;File:t8-p2-king-qcb+1+2.mp4
qcf+1;t;30;i11;-2/-7;+8d;;"* 1 throw break.
* Opponent recovers in FUFT.";;;King-qcf+1;Pile Driver (PD);r28;;File:t8-p2-king-qcf+1.mp4
ss2+4;t;15 / 20;i13;-3;+0d / +1d;;"* Homing
* 2 throw break (except from behind).
* RSSB2 from side/behind, RSSB1 from front, doesn't change to left/right/behind throw.
* Opponent recovers in FUFT.
* Throw can be canceled by input b/db.";hom;;King-ss2+4;Side Step to RSSB2 / RSSB1;;;File:t8-p2-king-ss2+4.mp4
uf+1+2 / uf+1+2,B;t;30;i12;-6;+19d(-7) / +17d(-13);;"* 1+2 throw break.
* Hold b to throw backwards.
* Damage becomes 15 on wall splat.
* Opponent recovers in FUFT.";;;King-uf+1+2;Executioner Drop;r27;;File:t8-p2-king-uf+1+2.mp4
