Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Name;Recovery;Image;Video;Wavu id;Character id
BT.3;h;10;i10;-11;+0;;;;;;r30;;File:t8-p2-raven-bt.3,4,3.mp4;Raven-BT.3;raven
BT.3,4;h, m;10, 17;i10, i28~30;+0~+2;+1~+3;+11g~+13g;"* Combo from 1st hit with 2f delay
* Interrupt with i9
* Input can be delayed 6f
* Move can be delayed 5f
* Forces crouch on CH
* i10 attacks guaranteed on CH (1st active frame)";;;;r27;;File:t8-p2-raven-bt.3,4,3.mp4;Raven-BT.3,4;raven
BT.3,4,3;h, m, M;10, 17, 22;i10, ,i27~30;-6~-3;+18a;;"* Interrupt with i24
* Same move as (df+4,4),3
* Low crush 1~27
* Floating state 28~30";js1~27 fs28~30;;Crescent Mirage;r29;;File:t8-p2-raven-bt.3,4,3.mp4;Raven-BT.3,4,3;raven
BT.3,4,4;h, m, M;10, 17, 21;i10, ,i32~34;-9~-8;+5a;;"* Spike
* Combo from 2nd CH
* Interrupt with i5
* Low crush 12~31
* Floating state 32~34";spk js12~31 fs32~34;BT;Fafnir;r33 BT;;File:t8-p2-raven-bt.3,4,4.mp4;Raven-BT.3,4,4;raven
BT.3,4,4,F;h, m, M;10, 17, 21;i10, ,;-36;;;"* Will phase through opponent up-close
* While vanished, Raven has no hurtbox
* Low crush 18~49
* Floating state 50~52";js18~49 fs50~52;;Fafnir to Blind Roll;r62;;;Raven-BT.3,4,4,F;raven
BT.4;m;21;i19~20;-5~-4;+18c;;"* Heat Engager

* Heat Dash +36a (+26) on hit, +5 on block

* Balcony Break
* Forces tech backroll on hit
* Low crush 6~19";he bbr js6~19;BT;Chronos Lathe;r29 BT;;File:t8-p2-raven-bt.4.mp4;Raven-BT.4;raven
BT.1+2;m;23;i15~16;-13;+30a (+22);;"* Balcony Break
* -7 and 9 chip damage on block on attack absorption
* Power crush 6~14";bbr pc6~14;;Crusader;r34;;File:t8-p2-raven-bt.1+2.mp4;Raven-BT.1+2;raven
BT.3+4;m,m;5,16;i15 i34~35;-14;+34a (+24);;"* Low crush 13~31
* Floating state 32~34";js13~31 fs32~34;;Spiral Cannon;r58;;File:t8-p2-raven-bt.3+4.mp4;Raven-BT.3+4;raven
BT.b+2;m;14;i16~17;-2~-1;+6~+7;;* Elbow;elb;BT;;r20 BT;;File:t8-p2-raven-bt.b+2,3.mp4;Raven-BT.b+2;raven
BT.b+2,3;m, m,m;14, 5,16;i16~17, i20 i39~40;-14;+34a (+24);;"* Combo from 1st CH
* Interrupt with i1
* Low crush 18~36
* Floating state 37~39";js18~36 fs37~39;;Abyss Cannon;r38;;File:t8-p2-raven-bt.b+2,3.mp4;Raven-BT.b+2,3;raven
BT.b+2,4;m, h;14, 13;i16~17, i17~18;+0;+5;;"* Transition to BT (+0/+5) with B
* Transition to FC (+0/+5) with D
* Combos from 1st hit CH
* Jail from 1st attack with 3f delay";;BT,FC;Abyss Spear;;;File:t8-p2-raven-bt.b+2,4.mp4;Raven-BT.b+2,4;raven
BT.b+3;h;22;i18~19;+4~+5;+41a;;"* Homing
* Balcony Break
* Strong Aerial Tailspin
* 6 chip damage on block";hom bbr;BT;Cannon Tail;r25 BT;;File:t8-p2-raven-bt.b+3.mp4;Raven-BT.b+3;raven
BT.b+3+4;;;;;;;Can block mid or high attacks after 6f;;;Labyrinth to Front;r14;;;Raven-BT.b+3+4;raven
BT.d+1;sl;5;i10;-5;+6;;* High crush 1~;cs1~;FC;Crouch Spin Knuckle;r24 FC;;;Raven-BT.d+1;raven
BT.d+2;L;20;i20~21;-12;+4;+13g;"* Transition to Blind Fall (standing) on hit
* Transition to +4 BT (Blind Labyrinth) with B on hit
* Transition to +4 FC (Blind Fall) with D on hit
* High crush 4~";cs4~;Blind,BT,FC;Revenant Stab;;;;Raven-BT.d+2;raven
BT.d+3;L;16;i25~27;-26~-24;+0~+2;;"* Tornado
* on Clean hit only
* Clean hit +74a (+58), 20 damage
* High crush 4~48";trn cs4~48;;Shinobi Cyclone;r28;;;Raven-BT.d+3;raven
BT.d+4;l;6;i12;-15;-4;;* High crush 1~;cs1~;FC;Crouch Spin Kick;r34 FC;;;Raven-BT.d+4;raven
BT.f,F+3;m;25;i21~22;-9~-8;+8a;;* High crush 4~22;cs4~22;;Gremlin Smasher;36;;File:t8-p2-raven-bt.f,f+3.mp4;Raven-BT.f,F+3;raven
BT.f,F+3+4;L;17;i23~30;-18~-11;+24a;;"* Floating state 13~21
* High crush 18~49";fs13~21 cs18~49;;Vermillion;r30;;File:t8-p2-raven-bt.f,f+3+4.mp4;Raven-BT.f,F+3+4;raven
BT.f,f,f;;;;;;;"* Will phase through opponent up-close
* While vanished, Raven has no hurtbox
* Low crush 12?~41
* Floating state 42~44";js12?~41 fs42~44;;Blind Roll;r52;;File:t8-p2-raven-bt.f,f,f.mp4;Raven-BT.f,f,f;raven
BT.f+1;m;18;I16;-8;+6;;"* Balcony Break
* Transitions to throw on hit only
* Opponent recovers BT on hit";bbr;;Soul Steal;r32;;File:t8-p2-raven-bt.f+1.mp4;Raven-BT.f+1;raven
BT.f+2;m;13;i17~18;-5~-4;+6~+7;;;;;;r23;;File:t8-p2-raven-bt.f+2,3.mp4;Raven-BT.f+2;raven
BT.f+2,3;m, M;13, 15;i17~18, i24~25;-7~-6;+14c~+15c;;"* Spike
* Combo from 1st CH with 5f delay
* Interrupt with i5
* Input can be delayed 12f";spk;;Cold Massacre;r25;;File:t8-p2-raven-bt.f+2,3.mp4;Raven-BT.f+2,3;raven
BT.f+2,4;m, h;13, 17;i17~18, i20~21;-7~-6;+4~+5;;"* Combo from 1st hit with 1f delay
* Interrupt with i1
* Input can be delayed 12f";;;Cold Worm;r25;;File:t8-p2-raven-bt.f+2,4,2.mp4;Raven-BT.f+2,4;raven
BT.f+2,4,2;m, h, sm;13, 17, 21;i17~18, ,i19~20;-13;+24a (+9);;"* Tornado
* Weapon
* Projectile
* Combo from 2nd CH
* Interrupt with i5
* Available only on hit or block";trn wpn;;Cold Worm > Phantom Halberd;r40?;;File:t8-p2-raven-bt.f+2,4,2.mp4;Raven-BT.f+2,4,2;raven
H.BT.f+2,4,2;m, h, sm,sm;13, 17, 21,30;i17~18, ,i19~20 i39~41;-3~-1;+24a (+9);;"* Tornado
* Combo from 2nd CH
* Available only on hit or block";trn;;Cold Worm > Phantom Halberd;r;;;Raven-H.BT.f+2,4,2;raven
BT.f+3;m;17;i13~14;-5~-4;+6;+14;"* Knee
* Transition to r45 BT at -8/+3/+11 with input B";kne;BT;Demon Knee;r41;;File:t8-p2-raven-bt.f+3.mp4;Raven-BT.f+3;raven
BT.f+4;L;13;i16;-9;+4;;;;BT;Kama Kick;r28 BT;;File:t8-p2-raven-bt.f+4,1.mp4;Raven-BT.f+4;raven
BT.f+4,1;L, h;13, 15;i16, i22~23;-9~-8;+5~+6;;"* Tornado
* Combo from 1st hit
* Interrupt with i2
* Transition to r26 t36 SZN with 3+4 or D (-6~-5/+8~+9)";trn;SZN;Trick Bang;r29;;File:t8-p2-raven-bt.f+4,1.mp4;Raven-BT.f+4,1;raven
BT.f+1+2;;;;;;;"Parries mid or high punches or kicks
* Parry state 1~8";ps1~8;;Sixth Sense;r40;;;Raven-BT.f+1+2;raven
BT.f+3+4;M;24;i25~27;-9~-7;+5a;;"Spike
* Low crush 5~24
* Floating state 25~27
* High crush 28~51";spk js5~24 fs25~27 cs28~51;;Reverse Chakram;r36;;File:t8-p2-raven-bt.f+3+4.mp4;Raven-BT.f+3+4;raven
BT.f+3+4,F;M;24;i25~27, ;-36;-22;;"* Will phase through opponent up-close
* While vanished, Raven has no hurtbox
* Low crush 18~49
* Floating state 50~52";js18~49 fs50~52;;Reverse Chakram to Blind Roll;r62;;;Raven-BT.f+3+4,F;raven
SZN.1;h;12;i14~15;+1;+8~+9;+13;Transition to t30 r2? CD at +5~+6/+12~+13g/+17 with input F;;CD;Swift Blade;r21;;File:t8-p2-raven-szn.1,4.mp4;Raven-SZN.1;raven
SZN.1,4;h, sm;12, 25;i14~15, i18~27;-13;+6c;;"* Spike
* Balcony Break
* Combo from 1st hit
* Available only on hit or block
* Forces tech backroll on hit";spk bbr;;Swift Blade > Phantom Mace;r32?;;File:t8-p2-raven-szn.1,4.mp4;Raven-SZN.1,4;raven
H.SZN.1,4;h, sm,sm;12, 25,30;i14~15, i18~27, i44~45;-3~-2;+6c;;"* Balcony Break
* Spike
* Combo from 1st hit
* Available only on hit or block
* Forces tech backroll on hit";bbr spk;;Swift Blade > Phantom Mace;r;;;Raven-SZN.1,H.4;raven
SZN.2;m,sm;20,10;i18, i23~24;-9;+7a (-2);;"* Heat Engager

* Heat Dash +36a (+26) on hit, +5 on block

* Balcony Break
* Transition to second hit on hit
* Recovers heat on normal hit";he bbr;;Dual Thanatos;r30;;File:t8-p2-raven-szn.2.mp4;Raven-SZN.2;raven
SZN.3;m;16;i16~17;-1;+5~+6;;"* Transition to BT (-1/+5) with B
* Transition to FC (-1/+5) with D
* Low crush 9~17";js9~17;BT,FC;Radius Flail;;;File:t8-p2-raven-szn.3,2.mp4;Raven-SZN.3;raven
SZN.3,2;m, sm;16, 21;i16~17, i19~20;-13;+24a (+9);;"* Tornado
* Combo from 1st hit
* Available only on hit or block
* Power up during Heat";trn;;Radius Flail > Phantom Halberd;r40?;;File:t8-p2-raven-szn.3,2.mp4;Raven-SZN.3,2;raven
H.SZN.3,2;m, sm,sm;16, 21,30;i16~17, i19~20 i39~-41;-3~-1;+24a (+9);;"* Tornado
* Combo from 1st hit
* Available only on hit or block";trn;;Radius Flail > Phantom Halberd;r;;;Raven-SZN.3,H.2;raven
SZN.4;L;21;i17~24;-14~-7;+4~+11g;+13a~+20a;* High crush 6~;cs6~;FC;Cocytus Glide;r28 FC;;File:t8-p2-raven-szn.4.mp4;Raven-SZN.4;raven
SZN.1+2;h;25;i15~16;+0~+1;+23a;+69a (+53);"* Homing
* Balcony Break
* Strong Aerial Tailspin
* Tornado on CH
* 7 chip damage on block";hom bbr;;Oceanus Fissure;r31;;File:t8-p2-raven-szn.1+2.mp4;Raven-SZN.1+2;raven
SZN.3+4;m;25;i27~30;-6;+18a;;"Floor Break
* Low crush";fbr js;;Blind Strike;;;File:t8-p2-raven-szn.3+4.mp4;Raven-SZN.3+4;raven
SZN.B;;;;;;;"* Low crush 1~17
* Floating state 15~17";js1~17 fs15~17;BT;Blind Labyrinth;r25 BT;;File:t8-p2-raven-szn.b.mp4;Raven-SZN.B;raven
SZN.D;;;;;;;"* Low crush 1~17
* Floating state 15~17";js1~17 fs15~17;FC;Blind Fall to Crouching State;r25 FC;;;Raven-SZN.D;raven
SZN.F;;;;;;;;;CD;Shadow Sprint;r13? CD;;;Raven-SZN.F;raven
SZN.U;;;;;;;"* Low crush 1~17
* Floating state 15~17";js1~17 fs15~17;;Blind Fall;r25;;File:t8-p2-raven-szn.u.mp4;Raven-SZN.U;raven
H.qcf+1,2;m, sm,sm;15, 21,30;i16, 19~20, 39~41;-3~-1;+24a (+9);;"* Tornado
* Combo from 1st hit
* Available only on hit or block";trn;;Fatal Elbow > Phantom Halberd;r;;;Raven-qcf+1,H.2;raven
1+3;t;35;i12~14;-6;+0d;;"* Homing
* Throw break 1 or 2";hom;;Grave Digger;r31;;File:t8-p2-raven-1+3.mp4;Raven-1+3;raven
2+4;t;35;i12~14;-3;+0d;;"* Homing
* Throw break 1 or 2
* Side switch";hom;;Salamander;r31;;File:t8-p2-raven-2+4.mp4;Raven-2+4;raven
BT.f+1+2,P;t;25;;;+5d;;Opponent recovers FUFA;;;;;;;Raven-BT.f+1+2,P;raven
Back throw;t;50;;;-4d;;"* Floor Break
* Unbreakable";fbr;;Dark Matter;;;;Raven-Back throw;raven
Left throw;t;40;;-3;-3d;;"* Floor Break
* Throw break 1
* Side switch on hit";fbr;;Neck Ringer;;;;Raven-Left throw;raven
Right throw;t;40;;-3;-4d;;"* Floor Break
* Throw break 2";fbr;;Swift Assassin;;;;Raven-Right throw;raven
df+1+4;t;35;i11;-2;+0d;;"* Floor Break
* Throw break 1
* Alternate input: qcf,df+1+4";fbr;;Orbiting Moon;r28;;File:t8-p2-raven-df+1+4.mp4;Raven-df+1+4;raven
uf+1+2;t;40;i12;-2;+0d;;"* Throw break 1+2
* Can side switch on hit";;;Undertaker;r27;;File:t8-p2-raven-uf+1+2.mp4;Raven-uf+1+2;raven
