Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
GMH.1;m;20;i22;-9;+25d;;"* Homing
* Balcony Break";hom bbr;;Jack-8-GMH.1;Juggernaut Hook;;;File:t8-p2-jack-8-gmh.1.mp4
GMH.2;h;40;i20;+11g;+21d (+11);;"* Balcony Break
* Tornado";bbr trn;;Jack-8-GMH.2;Exaton Blast;;;File:t8-p2-jack-8-gmh.2.mp4
GMH.3;m;28;i24;+4;+9c;+22a;"* Transition to FC with D
** (+7 oH, +2 oB)";;FC;Jack-8-GMH.3;Granite Stomp;;;
GMH.4;h;30;i14~18;+4;+21d (+11);;"* Heat Engager

* Heat Dash +5, +36a(+26)

* Balcony Break
* Chip damage on block (9)";he bbr chp;;Jack-8-GMH.4;Full Metal Deathblow;;;File:t8-p2-jack-8-gmh.4.mp4
GMH.3+4;sm;20;i20 pc6;-13;+40d (-18);;"* Heat Engager

* Heat Dash +5, +36a(+26)

* Chip damage on block when absorbing an attack (6)
Power crush 6";he chp pc6;;Jack-8-GMH.3+4;Particle Barrier;;;File:t8-p2-jack-8-gmh.3+4.mp4
GMH.f+1;m;26;i20;-17;+66a (+50);;"* Tornado
* Instant Tornado";trn;;Jack-8-GMH.f+1;Prime Windup Uppercut;;;
GMH.f+2;m;34;i17;-13;+30a (+4);;* Balcony Break;bbr;;Jack-8-GMH.f+2;Megalodriller;;;File:t8-p2-jack-8-gmh.f+2.mp4
GMH.ub;;;js12;;;;"*Recover in crouch
Low crush 12";js12;FC;Jack-8-GMH.ub;Breakout Fortress;rFC;;File:t8-p2-jack-8-gmh.ub.mp4
GMH.uf;;;js12;;;;"*Recover in crouch
Low crush 12";js12;FC;Jack-8-GMH.uf;Flying Fortress;rFC;;File:t8-p2-jack-8-gmh.uf.mp4
SIT.1;l;10;i19;-48;-37;;*;;SIT;Jack-8-SIT.1;;SIT;;
SIT.1,2;l, l;10, 10;i19, i15;-47;-36;;* Combos from 1st hit;;SIT;Jack-8-SIT.1,2;;SIT;;
SIT.1,2,1;l, l, l;10, 10, 10;i19, ,i15;-47;-36;;* Combos from 1st hit;;SIT;Jack-8-SIT.1,2,1;;SIT;;
SIT.1,2,1,2;l, l, l, l;10, 10, 10, 10;i19, ,i15;-47;-36;;"* Combos from 1st hit
* Alternate input SIT.2,1,2,1";;SIT;Jack-8-SIT.1,2,1,2;Sit Punches;SIT;;File:t8-p2-jack-8-sit.1,2,1,2.mp4
SIT.1+2;m;21;i24;-44;-12d;;*;;SIT;Jack-8-SIT.1+2;Ground Assault;SIT;;File:t8-p2-jack-8-sit.1+2.mp4
SIT.3+4;m;35;i54;+13cg;+20d;;"*
Low crush";js;SIT;Jack-8-SIT.3+4;Extra Pancake Press;SIT;;File:t8-p2-jack-8-sit.3+4.mp4
SIT.b;;;;;;;*;;;Jack-8-SIT.b;Backward Roll;;;File:t8-p2-jack-8-sit.b.mp4
SIT.f;;;;;;;*;;;Jack-8-SIT.f;Forward Roll;;;File:t8-p2-jack-8-sit.f.mp4
(During Enemy wall stun) 1+3;t;33;i12;!;+0d;;"* Wall throw (Unbreakable)
* Alternate input 2+4 or uf+1+2";;;Jack-8-(During Enemy wall stun) 1+3;Twin Drivers;;;
1+3;t;35;i12;+0;+1d;;"* Throw Break 1 or 2
* Swaps positions on break";;BT;Jack-8-1+3;Rotary Catapult;BT;;File:t8-p2-jack-8-1+3.mp4
2+4;t;35;i12;-6;-3d;;"* Throw Break 1 or 2
* Swaps positions on break
* Side Switch";;;Jack-8-2+4;Piston Gun Back Breaker;;;File:t8-p2-jack-8-2+4.mp4
Back Throw 1+3;t;70;i12;!;+3d;;"* Unbreakable
* Floor Break";fbr;;Jack-8-Back Throw 1+3;Spinal Crush;;;
Back Throw 2+4;t;70;i12;!;+17d;;"* Unbreakable
* Balcony Break";bbr;;Jack-8-Back Throw 2+4;Throw Away;;;
GMH.1+3;t;30;i15;!;+0d;;"* Crouch Throw (Unbreakable)
* Floor Break
* Alternate input d+1+3";fbr;;Jack-8-GMH.1+3;Gun Bomb;;;
GMH.2+4;t;25;i15;!;+6d;;"* Heat Engager

* Cannot cancel into Heat Dash
* Crouch Throw (Unbreakable)
* Alternate input d+2+4";he;;Jack-8-GMH.2+4;Iron Gunman;;;
GMH.1+2;th;45 (57);i16;-6;+0d;;"* 57 Damage if opponent hits the wall
* Throw Break 1+2
* Swaps positions on break";;;Jack-8-GMH.1+2;Mimesis Overkill;;;File:t8-p2-jack-8-gmh.1+2.mp4
Left Throw;t;40;i12;-3;+1d;;"* Throw Break 1
* Balcony Break";bbr;;Jack-8-Left Throw;Side Left Bomb;;;
Right Throw;t;40;i12;-3;+0d;;"* Throw Break 2
* Side Swap";;;Jack-8-Right Throw;Father's Love;;;
db,n,f+1+2;t;50;i11;-6;-1d;;"* Throw Break 1+2
* Floor Break";fbr;;Jack-8-db,n,f+1+2;Pile Driver;;;File:t8-p2-jack-8-db,n,f+1+2.mp4
db+2+3;t;25;i11;-2;+14c;;"* Throw Break 2
* Floor Break";fbr;;Jack-8-db+2+3;Body Smash;;;File:t8-p2-jack-8-db+2+3.mp4
df,DF+2+4;t;10;i14;-2;+54a;;"* Throw Break 2
*";;;Jack-8-df,DF+2+4;Volcano Blaster;;;File:t8-p2-jack-8-df,df+2+4.mp4
df+2+4;t;10;i11;-2;+26a;;"* Throw Break 2
*";;;Jack-8-df+2+4;Volcano;;;File:t8-p2-jack-8-df+2+4.mp4
d+1+3;t;30;i12;!;+0d;;"* Crouch Throw (Unbreakable)
* Floor Break
* Can be done from crouch
* Alternate input GMH.1+3";fbr;;Jack-8-d+1+3;Gun Bomb;;;File:t8-p2-jack-8-d+1+3.mp4
d+2+4;t;25;i12;!;+6d;;"* Heat Engager

* Cannot cancel into Heat Dash
* Crouch Throw (Unbreakable)
* Can be done from crouch
* Alternate input GMH.2+4";he;;Jack-8-d+2+4;Iron Gunman;;;File:t8-p2-jack-8-d+2+4.mp4
qcb+2;t;45;i11;-2;+12d;;* Throw Break 2;;;Jack-8-qcb+2;Back Breaker;;;File:t8-p2-jack-8-qcb+2.mp4
qcf+1;t;40;i11;-2;-2d;;"* Throw Break 1
* Floor Break";fbr;;Jack-8-qcf+1;Pyramid Driver;;;File:t8-p2-jack-8-qcf+1.mp4
uf+1+2;t;35;i11;-6;-10d;;"* Throw Break 1+2
* Floor Break";fbr;;Jack-8-uf+1+2;Ground Zero;;;File:t8-p2-jack-8-uf+1+2.mp4
uf+1+2,d,df+2;t;40;i11;-6;+19a (-7);;"* Throw Break 1+2
* Balcony Break
* Wallsplats opponent
* If blocked, does 20 chip dmg and is -2 oB";bbr;;Jack-8-uf+1+2,d,df+2;Lift Up Megaton Hit;;;File:t8-p2-jack-8-uf+1+2,d,df+2.mp4
