Command;Hit level;Damage;Start up frame;Block frame;Hit frame;Counter hit frame;Notes;Tags;Transitions;Wavu id;Name;Recovery;Image;Video
BKP.3;m;30;i24~27;-9;+72a;;"Balcony Break
* Low crush 15~40
* Floating state 41~43";bbr js15~40 fs41~43;;Alisa-BKP.3;Meteor Kick;r34;;File:t8-p2-alisa-bkp.3.mp4
BKP.4;m;30;i18~23;-9~-4;+31a (+21);;"* Tornado
* Knee
* Low crush 17~52
* Floating state 53~55";trn kne js17~52 fs53~55;;Alisa-BKP.4;Uplink Knee;r54;;File:t8-p2-alisa-bkp.4.mp4
BKP.1+2;h!;20,3;i34~71;;+58;;* Weapon;wpn;;Alisa-BKP.1+2;Rocket Punch;r20;;File:t8-p2-alisa-bkp.1+2.mp4
BT.4;m;20;i16~17;-3;+19a (+2);;"* Balcony Break
* High crush 5~12";bbr cs5~12;;Alisa-BT.4;Goody Two Shoes;;;File:t8-p2-alisa-bt.4.mp4
CLK(Two spins).3;m;22;i13~14;+0;+63a (+43);;"* Balcony Break
* Effective startup time is i32~33?
* 8 chip damage on block";bbr;;Alisa-CLK(Two spins).3;;r31;;
CLK.3;m;20;i13~14;-9;+12g;;"* Strong Aerial Tailspin
* Balcony Break
* Combo from 1st hit
* Power up after 2 or more spins (i19?)
* Interrupt with i8 from 1st block";bbr;;Alisa-CLK.3;Clockwork Spring Middle;r30;;File:t8-p2-alisa-clk.3.mp4
CLK.B;m;18;i19~20;-12;-1;;* Cancel with B;;;Alisa-ws3,B;Clockwork Cancel;r35;;
CLK.d+3;L;20;i30~31;-12;+73a (+57);;"* 8 chip damage on block
* High crush 9~";cs9~;FC;Alisa-CLK.d+3;Clockwork Spring Low;r30 FC;;File:t8-p2-alisa-clk.d+3.mp4
DBT.1;h,h,h,h,h,h;30;i24~28 i1~6 i1~6 i1~6 i1~6 i1~2;+9;+11g;;"* Weapon
* Jail from 1st attack
* 3 chip damage on block
* 12 chip damage on block in heat
* Low crush 17~34
* Floating state 35~37";wpn js17~34 fs35~37;DES;Alisa-DBT.1;Thruster Left;r18 DES;;File:t8-p2-alisa-dbt.1.mp4
DBT.2;M,M,h,h,h;25;i16~18 i1~5 i1~5 i1~5 i1~1;-14;+32a (+14);;"* Weapon
* Jail from 1st attack
* 2 chip damage on block
* 4 chip damage on block in heat
* Low crush 17~66
* Floating state 67~69";wpn js17~66 fs67~69;DES;Alisa-DBT.2;Thruster Right;r44 DES;;
DBT.2,1;M,M,h,h,h, h;25, 45;i16~18 i1~5 i1~5 i1~5 i1~1, i26~28;-11c;+14a;;"-28 on whiff.
* Balcony Break
* Spike
* 13 chip damage on block
* 18 chip damage on block in heat
* Low crush 17~100
* Floating state 101~103";bbr spk js17~100 fs101~103;DES;Alisa-DBT.2,1;Thruster Right - Burst;r35 DES;;File:t8-p2-alisa-dbt.2,1.mp4
DBT.3;L;17;i16~20, i1~5;-14;+4c~+8c;+28a;"* Frame advantage +8c~+12c on shallow hit, +32 on CH
* Listed states are on hit only
* Low crush 26~34
* High crush 35~
* Floating state 34~38";js26~34 cs35~ fs34~38;FC;Alisa-DBT.3;Eject Slider;r25 FC;;
DBT.4;M;22,5;i17~19;-27;+68a;;"Steel pedal
* Low crush 17~62
* Floating state 63~65";js17~62 fs63~65;;Alisa-DBT.4;Upstream;r50;;
DBT.1+2;m,m,M,M;5,5,5,20;i12~15 i1~4 i1~5 i1~6;+0;+21a (+0);;"* Balcony Break
* Spike
* Weapon
* Jail from 1st attack
* 6 chip damage on block
* 9 chip damage on block in heat
* Low crush 17~66
* Floating state 67~69";bbr spk wpn js17~66 fs67~69;DES;Alisa-DBT.1+2;Thruster Drill;r45 DES;;File:t8-p2-alisa-dbt.1+2.mp4
DBT.f+1;M,t;49;i19~21;-9;+0d;;"* Weapon
* Transition to attack throw on front standing or airborne hit
* 14 damage +3c vs BT opponent
* 4 chip damage on block
* 7 chip damage on block in heat
* Low crush 17~32
* Floating state 33~35";wpn js17~32 fs33~35;;Alisa-DBT.f+1;Heartbeat Disabler;r31;;File:t8-p2-alisa-dbt.f+1.mp4
DBT.f+2;L;13;i19~20;-12;+6;;"* Weapon
* 3 chip damage on block
* 5 chip damage on block in heat";wpn;DES;Alisa-DBT.f+2;Boot Up;r30 DES;;
DBT.f+2,2;L, m;13, 25 (17);i19~20, i35~37;-33;-6a (-13);;"* Balcony Break
* Weapon
* Combo from 1st hit
* 7 chip damage on block
* 10 chip damage on block in heat
* Low crush 35~67
* Floating state 68~70";bbr wpn js35~67 fs68~70;;Alisa-DBT.f+2,2;Shut Down;r53;;File:t8-p2-alisa-dbt.f+2,2.mp4
DBT.f+1+2;m,m,m,m,m;28;i17-18, i8~9, i8~9, i8~9, i8~9;+4;+25a (-1);;"* Balcony Break
* Weapon
* 8 chip damage on block
* Low crush 1";bbr wpn js1;DES;Alisa-DBT.f+1+2;Hello World;DES;;
DES.1;m,m,h,h,h,m;35;i13~18 i1~5 i1~7 i1~5 i1~4 i16~17;-9;+17a;;"* Weapon
* 3 chip damage on block
* 7 chip damage on block in heat
* Final hit available only on hit";wpn;DES;Alisa-DES.1;Shredder;r32 DES;;File:t8-p2-alisa-des.1.mp4
DES.2;M,M,m;5,5,5;i20~21 i1~2 i1~2;-8;+37a (+27);;"* Weapon
* 2 chip damage on block
* 8 chip damage on block in heat";wpn;DES;Alisa-DES.2;Shredding Uppercut;r32 DES;;File:t8-p2-alisa-des.2.mp4
DES.2,1;M,M,m, h!;5,5,5, 20;i20~21 i1~2 i1~2, i28~56;;+85a (+69);;"* Tornado
* Weapon
* Available only as a combo from 1st hit";trn wpn;;Alisa-DES.2,1;Shredding Sky Punch;r6;;File:t8-p2-alisa-des.2,1.mp4
DES.3;;;;;;;;;DES;Alisa-DES.3;Idling;r1 DES;;File:t8-p2-alisa-des.3.mp4
DES.1+2;h,h,h;7,7,20;i16~18 i5~7 i9~11;+4;+15g;;"* Homing
* Balcony Break
* Weapon
* 6 chip damage on block
* 12 chip damage on block in heat
* Jails";hom bbr wpn;DES;Alisa-DES.1+2;Death Marionette;r26 DES;;File:t8-p2-alisa-des.1+2.mp4
DES.BT.1;m,m,m,m,m,m;4,4,4,4,4,4;i19~22 i1~3 i1~3 i1~3 i1~3 i1~3;-9;+25a;;"* Weapon
* Combo from any hit
* 1 chip damage on block
* 11 chip damage on block in heat";wpn;DES;Alisa-DES.BT.1;Hertz Blade - Flare;r29 DES;;File:t8-p2-alisa-des.bt.1.mp4
DES.b,b;;;;;;;;;DES;Alisa-DES.b,b;Move Back;r1 DES;;File:t8-p2-alisa-des.b,b.mp4
DES.b+2;m;17;i18~20;-12;0;+18a;"* Weapon
* 5 chip damage on block
* 6 chip damage on block in heat";wpn;;Alisa-DES.b+2;;r35;;
DES.b+2,1;m, m,SL,SL,SL,SL;17, 8,5,5,5,5;i18~20, i20~21 i1~6 i1~5 i1~5 i1~3;-3c;+5;;"* Spike
* Weapon
* Combo from any hit
* 3 chip damage on block
* 7 chip damage on block in heat";spk wpn;DES;Alisa-DES.b+2,1;Hertz Blade - Tomahawk;r20 DES;;File:t8-p2-alisa-des.b+2,1.mp4
DES.b+3;;;;;;;"* Low crush 7~33
* Floating state 34~36";js7~33 fs34~36;DES;Alisa-DES.b+3;Retro Rockets;r41 DES;;File:t8-p2-alisa-des.b+3.mp4
DES.d+1;L,L,L,L,L;17;i20~24 i1~5 i1~5 i1~5 i1~3;-13;+4;;"* Weapon
* Combo from any hit
* 1 chip damage on block
* 6 chip damage on block in heat
* High crush 4~48";wpn cs4~48;DES;Alisa-DES.d+1;Hertz Blade - Scud;r32 DES;;File:t8-p2-alisa-des.d+1.mp4
DES.d+2;L,L,L;3,3,17;i22~23;-14;+0c;;"* Homing
* Weapon
* Combo from any hit
* Transition to DBT (-22/+4) with 3_4
* 5 chip damage on block
* 7 chip damage on block in heat
* High crush 22~91";hom wpn cs22~91;DBT;Alisa-DES.d+2;Clock Boosting;r32;;File:t8-p2-alisa-des.d+2.mp4
DES.d+3;;;;;;;"* DES.d+3_4 goes to foreground, DES.u+3_4 goes to background
* Transition to r20 DBT with 3_4
* Low crush 5~22
* Floating state 23~25";js5~22 fs23~25;DBT,DES;Alisa-DES.d+3;Evasive Action;r25 DES;;File:t8-p2-alisa-des.d+3.mp4
DES.d+3,1;m;25;,i20~21;-13;+14c;;"* Balcony Break
* Weapon
* 7 chip damage on block
* 12 chip damage on block in heat";bbr wpn;DES;Alisa-DES.d+3,1;Evasive Slash;r35 DES;;File:t8-p2-alisa-des.d+3,1.mp4
DES.f,f;;;;;;;;;DES;Alisa-DES.f,f;Move Forward;r1 DES;;File:t8-p2-alisa-des.f,f.mp4
DES.f+1;h;21;i11~13 i1~3 i1~3 i1~3 i1~3 i1~3 i1~1;+3;+9;;"* Weapon
* 1 chip damage on block
* 7 chip damage on block in heat";wpn;DES;Alisa-DES.f+1;Hertz Blade;r21 DES;;File:t8-p2-alisa-des.f+1.mp4
DES.f+2;m,m;9;i15 i1~1;-9;+0c;;"* Weapon
* 2 chip damage on block
* 3 chip damage on block in heat";wpn;DES;Alisa-DES.f+2;;r30 DES;;
DES.f+2,1;m,m, m,m;9, 9;i15 i1~1, i23 i1~1;-12;-3c;;"* Weapon
* Combo from 1st hit
* 2 chip damage on block
* 3 chip damage on block in heat
* During heat: Transition to r20 DBT at -6/+3 with 3_4; partially uses remaining heat time";wpn;DBT,DES;Alisa-DES.f+2,1;;r33 DES;;
DES.f+2,1,2;m,m, m,m, m,m;9, 9, 23;i15 i1~1, ,i23~24 i4~5;-13;+30d;;"* Heat Engager

* Heat Dash +5, +62a (+42)

* Weapon
* Combo from 1st or 2nd CH
* 6 chip damage on block
* 7 chip damage on block in heat";he wpn;;Alisa-DES.f+2,1,2;Gigahertz Storm;r42;;File:t8-p2-alisa-des.f+2,1,2.mp4
DES.f+3;;;;;;;"* Cancel to r33 standing block with DBT.B
* Transition to Evasive Action with input DBT.U_D
* Low crush 18~40
* Floating state 41~43";js18~40 fs41~43;DBT;Alisa-DES.f+3;Dual Boot;r17 DBT;;
DES.f+3;;;;;;;"* Cancel to r33 with DBT.b
* Transition to r50 SS with DBT.u_d
* Low crush 18~40
* Floating state 41~43";js18~40 fs41~43;SS,DBT;Alisa-DES.f+3;Dual Boot;r17 DBT;;
DES.f+1+2;m,m,m,m,m,m,m,m;29;i23~27 i1~5 i1~4 i1~4 i1~5 i1~5 i1~4 i1~1;+1;+33a;;"* Weapon
* Combo from any hit
* Transition to DBT (+4/+36a) with 3_4
* 5 chip damage on block
* 8 chip damage on block in heat";wpn;DBT,DES;Alisa-DES.f+1+2;;r20 DES;;
DES.f+1+2,1+2;m,m,m,m,m,m,m,m, m;29, 20;i23~27 i1~5 i1~4 i1~4 i1~5 i1~5 i1~4 i1~1, i20~26;-53;+41a;;"* Weapon
* 6 chip damage on block
* 10 chip damage on block in heat";wpn;DES;Alisa-DES.f+1+2,1+2;Hertz Blade - Diablo;r68 DES;;File:t8-p2-alisa-des.f+1+2,1+2.mp4
DES.uf+2;h,h,h,h,h;5,5,5,5,5;i10~14 i1~5 i1~5 i1~5 i1~1;;+35a (+28);;"* Weapon
* Only hits airborne opponents";wpn;DES;Alisa-DES.uf+2;Hertz Blade - Aegis;r16 DES;;File:t8-p2-alisa-des.uf+2.mp4
DES.uf+1+2;m,M,M;27;i29~31 i1~3 i1~2;-9c;+23a;;"* Spike
* Weapon
* 2 chip damage on block
* 6 chip damage on block in heat
* Cancel to standing with DES.1+2
* Low crush 5~25
* Floating state 26~28";spk wpn js5~25 fs26~28;DES;Alisa-DES.uf+1+2;Spindle Slash;r39 DES;;File:t8-p2-alisa-des.uf+1+2.mp4
FUFT.1+2;;;;;;;"* Floating state 1~5
* Low crush 6~40
* Floating state 41~43";fs1~5 js6~40 fs41~43;;Alisa-FUFT.1+2;Reboot;r55;;
FUFT.1+2,3;m;35;i22~23;-10;+60a;;"* Balcony Break
* Floating state 1~5
* Low crush 6~54
* Floating state 55~57";bbr fs1~5 js6~54 fs55~57;;Alisa-FUFT.1+2,3;Reboot Meteor Kick;r47;;
OTG.db+1+2;L;25;i25~27;-14;+4a;;"* Spike
* Weapon";spk wpn;;Alisa-OTG.db+1+2;Ground Rocket Punch;r34;;
SBT.1;m;12;i13~14;-15;+0;;"* Low crush 26~46
* Floating state 47~49";js26~46 fs47~49;;Alisa-SBT.1;;r36;;
SBT.1,2;m, m;12, 13;i13~14, i18~19;-9;+2;+7c;"* Spike
* Combo from 1st hit with 1f delay
* Rest of the string is natural on CH
* Low crush 26~64
* Floating state 65~67";spk js26~64 fs65~67;;Alisa-SBT.1,2;;27;;
SBT.1,2,1;m, m, m;12, 13, 7;i13~14, ,i20~21;-12;-20;-12;"* Combo from 2nd CH
* Less safe on hit than on block without CH
* Low crush 26~102
* Floating state 103~105";js26~102 fs103~105;;Alisa-SBT.1,2,1;;r41;;
SBT.1,2,1,3+4;m, m, m, m,m;12, 13, 7, 33;i13~14, ,i18;-18;+4 (-13);;"* Balcony Break
* Combo from 3rd hit
* Combo from 2nd CH
* Transition to DES with input SBT.1,2,1,3+4,1+2
* Low crush 26~150
* Floating state 151~153";bbr js26~150 fs151~153;DES;Alisa-SBT.1,2,1,3+4;Hard Reset;r43;;File:t8-p2-alisa-sbt.1,2,1,3+4.mp4
SBT.2;m;25;i16~17;-7;+6a (-4);;"* Balcony Break
* Elbow
* Transition to DES with SBT.1+2
* Hitstop 20f on hit
* Low crush 26~63
* Floating state 64~66";bbr elb js26~63 fs64~66;DES;Alisa-SBT.2;Linear Elbow;r38;;File:t8-p2-alisa-sbt.2.mp4
SBT.3;L;17;i16~20, i1~5;-14;+4c~+8c;+28a;"* Frame advantage +8c~+12c on shallow hit, +32 on CH
* Listed states are on hit only
* Low crush 26~34
* High crush 35~
* Floating state 34~38";js26~34 cs35~ fs34~38;FC;Alisa-SBT.3;Eject Slider;r25 FC;;
SBT.4;M;22,5;i17~19;-27;+68a;;"Steel pedal
* Low crush 26~71
* Floating state 72~74";js26~71 fs72~74;;Alisa-SBT.4;Upstream;r50;;
SBT.1+2;h!;20;i27~28;;+8;;"* Balcony Break
* Weapon
* Low crush 26~53";bbr wpn js26~53;DES;Alisa-SBT.1+2;Wire Clipper;r34 DES;;File:t8-p2-alisa-sbt.1+2.mp4
SBT.D;;;;;;;"* Transition to r32 BKP with B (Backswing)
* High crush 34~";cs34~;BKP,BKP;Alisa-SBT.D;Abort;r21 BKP;;File:t8-p2-alisa-sbt.d.mp4
H.f,F+2,1+2;m, m,m,m,m,m;18, 28;i16~17, i22-23;+3;+25a (-1);;"* Balcony Break
* Weapon
* Combo from 1st hit
* 7 chip damage on block
* Partially uses remaining heat time
* Low crush 15~";bbr wpn js15~;DES;Alisa-f,F+2,H.1+2;Emergency Hello World;DES;;
1+3;t;35;i12~14;-7;+0d;;"* Homing
* Throw break: 1 or 2
* Opponent recovery on hit: FDFT
* Side switch on break";hom;;Alisa-1+3;Trigger Shuffle;r25;;File:t8-p2-alisa-1+3.mp4
2+4;t;35;i12~14;-5;+0d;;"* Homing
* Floor Break
* Throw break: 1 or 2
* Opponent recovery on hit: FDFT
* Side switch
* Transition to DES with 1+2";hom fbr;DES;Alisa-2+4;Back Door;r25;;File:t8-p2-alisa-2+4.mp4
Back throw;t;55;;;+0d;;"* Floor Break
* Throw break: none
* Opponent recovery on hit: FDFA
* Side switch";fbr;;Alisa-Back throw;Random Typing;;;
FC.db+1+2;t;45;i11;-4;-4;;"* Throw break: 1+2
* Opponent recovery on hit: FUFA
* Side switch";;;Alisa-FC.db+1+2;Double Bull Shoot;r28;;File:t8-p2-alisa-fc.db+1+2.mp4
Left throw;t;40;;-3;-5d;;"* Throw break: 1
* Opponent recovery on hit: FDFA
* Can side switch on hit";;;Alisa-Left throw;Compression;;;
Right throw;t;40;;-3;+0d;;"* Floor Break
* Throw break: 2
* Opponent recovery on hit: FUFA perpendicular to Alisa";fbr;;Alisa-Right throw;Hat Trick;;;
uf+1+2;t;40;i12~13;-4;+3;;"* Throw break: 1+2
* Opponent recovery on hit: FUFT";;;Alisa-uf+1+2;Spam Bomb;r37;;File:t8-p2-alisa-uf+1+2.mp4
